,Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points,Teams
7027,Anrich Nortje,4,0,27,2,6.75,9,4,0,0,0,2,1216497,13,50,Delhi Capitals
7028,Kagiso Rabada,4,0,33,2,8.25,10,3,1,2,0,2,1216497,13,50,Delhi Capitals
7029,Axar Patel,1,0,7,0,7,3,1,0,0,0,2,1216497,13,0,Delhi Capitals
7030,Marcus Stoinis,4,0,41,2,10.25,9,6,1,2,0,2,1216497,13,50,Delhi Capitals
7031,Ravichandran Ashwin,3,0,45,0,15,2,4,3,0,0,2,1216497,13,-6,Delhi Capitals
7032,Pat Cummins,4,0,17,3,4.25,16,3,0,0,0,1,1216497,13,85,Kolkata Knight Riders
7033,Prasidh Krishna,2,0,19,0,9.5,4,1,1,1,2,1,1216497,13,0,Kolkata Knight Riders
7034,Kamlesh Nagarkoti,2,0,11,0,5.5,7,2,0,0,0,1,1216497,13,0,Kolkata Knight Riders
7035,Lockie Ferguson,4,0,30,1,7.5,8,4,0,0,0,1,1216497,13,25,Kolkata Knight Riders
7036,Sunil Narine,4,0,37,0,9.25,4,0,2,1,0,1,1216497,13,0,Kolkata Knight Riders
7037,Varun Chakravarthy,4,0,20,5,5,9,1,0,1,0,1,1216497,13,141,Kolkata Knight Riders
7038,Sandeep Sharma,4,0,29,2,7.25,10,1,1,1,0,2,1216498,13,50,Sunrisers Hyderabad
7039,Khaleel Ahmed,4,0,31,0,7.75,7,3,0,0,0,2,1216498,13,0,Sunrisers Hyderabad
7040,Jason Holder,4,0,27,2,6.75,6,2,0,2,0,2,1216498,13,50,Sunrisers Hyderabad
7041,Rashid Khan,4,0,14,2,3.5,15,0,1,0,0,2,1216498,13,56,Sunrisers Hyderabad
7042,T Natarajan,4,0,23,0,5.75,10,1,0,2,0,2,1216498,13,0,Sunrisers Hyderabad
7043,Mohammed Shami,4,0,34,1,8.5,11,4,1,1,0,1,1216498,13,25,Kings XI Punjab
7044,Arshdeep Singh,3.5,0,23,3,6,9,1,1,1,0,1,1216498,13,79,Kings XI Punjab
7045,Murugan Ashwin,4,0,27,1,6.75,12,5,0,0,0,1,1216498,13,25,Kings XI Punjab
7046,Ravi Bishnoi,4,0,13,1,3.25,14,1,0,0,0,1,1216498,13,31,Kings XI Punjab
7047,Chris Jordan,4,0,17,3,4.25,12,1,0,2,0,1,1216498,13,85,Kings XI Punjab
7048,Trent Boult,4,0,40,1,10,10,6,1,1,0,2,1216499,13,25,Mumbai Indians
7049,Jasprit Bumrah,4,1,14,3,3.5,15,1,0,1,0,2,1216499,13,97,Mumbai Indians
7050,Krunal Pandya,4,0,27,0,6.75,8,3,0,0,0,2,1216499,13,0,Mumbai Indians
7051,James Pattinson,3,0,35,0,11.67,4,5,1,0,0,2,1216499,13,0,Mumbai Indians
7052,Rahul Chahar,4,0,43,1,10.75,8,6,1,1,0,2,1216499,13,25,Mumbai Indians
7053,Kieron Pollard,1,0,5,1,5,2,0,0,0,0,2,1216499,13,25,Mumbai Indians
7054,Chris Morris,4,0,36,1,9,10,3,2,1,0,1,1216499,13,25,Royal Challengers Bangalore
7055,Dale Steyn,4,0,43,0,10.75,10,3,3,3,0,1,1216499,13,0,Royal Challengers Bangalore
7056,Washington Sundar,4,0,20,0,5,10,1,0,1,0,1,1216499,13,0,Royal Challengers Bangalore
7057,Mohammed Siraj,3.1,0,28,2,8.84,10,5,0,1,0,1,1216499,13,50,Royal Challengers Bangalore
7058,Yuzvendra Chahal,4,0,37,2,9.25,8,3,2,0,0,1,1216499,13,50,Royal Challengers Bangalore
7059,Varun Aaron,2,0,25,0,12.5,4,3,1,0,1,2,1216500,13,-6,Rajasthan Royals
7060,Jofra Archer,4,0,24,3,6,11,3,0,1,0,2,1216500,13,79,Rajasthan Royals
7061,Kartik Tyagi,4,0,35,1,8.75,10,1,3,1,0,2,1216500,13,25,Rajasthan Royals
7062,Andrew Tye,4,0,50,1,12.5,5,4,3,2,1,2,1216500,13,19,Rajasthan Royals
7063,Shreyas Gopal,2,0,23,0,11.5,4,0,3,0,0,2,1216500,13,0,Rajasthan Royals
7064,Rahul Tewatia,4,0,20,1,5,11,0,1,1,0,2,1216500,13,25,Rajasthan Royals
7065,Kagiso Rabada,3.4,0,35,3,9.55,7,4,1,2,1,1,1216500,13,79,Delhi Capitals
7066,Anrich Nortje,4,0,25,1,6.25,13,2,1,2,0,1,1216500,13,25,Delhi Capitals
7067,Ravichandran Ashwin,4,0,22,2,5.5,9,2,0,1,0,1,1216500,13,50,Delhi Capitals
7068,Harshal Patel,4,0,29,1,7.25,8,0,2,1,0,1,1216500,13,25,Delhi Capitals
7069,Axar Patel,2,0,8,1,4,6,0,0,0,0,1,1216500,13,31,Delhi Capitals
7070,Marcus Stoinis,2,0,17,2,8.5,6,0,2,1,0,1,1216500,13,50,Delhi Capitals
7071,Deepak Chahar,4,0,47,0,11.75,4,5,2,2,0,2,1216501,13,0,Chennai Super Kings (20
7072,Sam Curran,4,0,26,2,6.5,9,3,0,0,0,2,1216501,13,50,Chennai Super Kings (20
7073,Shardul Thakur,4,0,28,2,7,13,3,1,2,0,2,1216501,13,50,Chennai Super Kings (20
7074,Karn Sharma,4,0,25,2,6.25,5,0,1,0,0,2,1216501,13,50,Chennai Super Kings (20
7075,Dwayne Bravo,4,0,37,3,9.25,8,3,1,2,0,2,1216501,13,79,Chennai Super Kings (20
7076,Pat Cummins,4,0,25,0,6.25,11,3,0,2,0,1,1216501,13,0,Kolkata Knight Riders
7077,Shivam Mavi,3,0,32,1,10.67,3,4,1,0,0,1,1216501,13,25,Kolkata Knight Riders
7078,Varun Chakravarthy,4,0,28,1,7,7,3,0,0,0,1,1216501,13,25,Kolkata Knight Riders
7079,Kamlesh Nagarkoti,3,0,21,1,7,6,3,0,0,0,1,1216501,13,25,Kolkata Knight Riders
7080,Sunil Narine,4,0,31,1,7.75,9,3,1,0,0,1,1216501,13,25,Kolkata Knight Riders
7081,Andre Russell,2,0,18,1,9,5,2,1,0,0,1,1216501,13,25,Kolkata Knight Riders
7082,Sandeep Sharma,4,0,20,2,5,9,1,0,1,0,2,1216502,13,50,Sunrisers Hyderabad
7083,Jason Holder,4,0,27,2,6.75,9,3,0,1,0,2,1216502,13,50,Sunrisers Hyderabad
7084,T Natarajan,4,0,11,1,2.75,16,1,0,0,0,2,1216502,13,31,Sunrisers Hyderabad
7085,Shahbaz Nadeem,4,0,35,1,8.75,3,2,1,0,0,2,1216502,13,25,Sunrisers Hyderabad
7086,Rashid Khan,4,0,24,1,6,13,2,0,2,0,2,1216502,13,25,Sunrisers Hyderabad
7087,Chris Morris,2,0,19,0,9.5,4,2,0,4,0,1,1216502,13,0,Royal Challengers Bangalore
7088,Washington Sundar,3,0,21,1,7,7,1,1,0,0,1,1216502,13,25,Royal Challengers Bangalore
7089,Navdeep Saini,2,0,30,1,15,5,2,3,1,0,1,1216502,13,19,Royal Challengers Bangalore
7090,Mohammed Siraj,1,0,12,0,12,3,1,1,0,0,1,1216502,13,0,Royal Challengers Bangalore
7091,Yuzvendra Chahal,3.1,0,19,2,6,8,1,1,0,0,1,1216502,13,50,Royal Challengers Bangalore
7092,Isuru Udana,3,0,20,1,6.67,8,1,1,0,0,1,1216502,13,25,Royal Challengers Bangalore
7093,Sheldon Cottrell,4,1,20,1,5,14,3,0,1,0,2,1216503,13,37,Kings XI Punjab
7094,Mohammed Shami,4,0,36,1,9,9,6,0,2,0,2,1216503,13,25,Kings XI Punjab
7095,Ravi Bishnoi,4,0,37,0,9.25,8,1,3,1,0,2,1216503,13,0,Kings XI Punjab
7096,Krishnappa Gowtham,4,0,45,1,11.25,6,2,4,0,0,2,1216503,13,25,Kings XI Punjab
7097,James Neesham,4,0,52,0,13,4,5,3,1,0,2,1216503,13,-6,Kings XI Punjab
7098,Trent Boult,4,0,42,1,10.5,5,5,1,0,0,1,1216503,13,25,Mumbai Indians
7099,James Pattinson,4,0,28,2,7,7,2,0,1,0,1,1216503,13,50,Mumbai Indians
7100,Krunal Pandya,4,0,27,1,6.75,9,1,1,3,0,1,1216503,13,25,Mumbai Indians
7101,Jasprit Bumrah,4,0,18,2,4.5,13,2,0,0,0,1,1216503,13,56,Mumbai Indians
7102,Rahul Chahar,4,0,26,2,6.5,9,0,1,1,0,1,1216503,13,50,Mumbai Indians
7103,Jofra Archer,4,0,18,2,4.5,14,1,1,0,0,2,1216504,13,56,Rajasthan Royals
7104,Ankit Rajpoot,4,0,39,1,9.75,9,3,2,4,0,2,1216504,13,25,Rajasthan Royals
7105,Jaydev Unadkat,2,0,14,1,7,6,1,1,0,0,2,1216504,13,25,Rajasthan Royals
7106,Tom Curran,4,0,37,1,9.25,7,2,1,4,0,2,1216504,13,25,Rajasthan Royals
7107,Shreyas Gopal,4,0,43,0,10.75,7,4,2,0,0,2,1216504,13,0,Rajasthan Royals
7108,Riyan Parag,1,0,14,0,14,0,0,1,0,0,2,1216504,13,0,Rajasthan Royals
7109,Rahul Tewatia,1,0,6,1,6,3,1,0,0,0,2,1216504,13,25,Rajasthan Royals
7110,Sunil Narine,4,0,40,1,10,9,1,4,1,0,1,1216504,13,25,Kolkata Knight Riders
7111,Pat Cummins,3,0,13,1,4.33,12,0,1,0,0,1,1216504,13,31,Kolkata Knight Riders
7112,Shivam Mavi,4,0,20,2,5,13,2,0,0,0,1,1216504,13,50,Kolkata Knight Riders
7113,Kamlesh Nagarkoti,2,0,13,2,6.5,6,0,1,0,0,1,1216504,13,50,Kolkata Knight Riders
7114,Varun Chakravarthy,4,0,25,2,6.25,7,0,1,0,0,1,1216504,13,50,Kolkata Knight Riders
7115,Kuldeep Yadav,3,0,20,1,6.67,8,1,1,0,0,1,1216504,13,25,Kolkata Knight Riders
7116,Daniel Sams,4,0,40,0,10,8,4,1,3,0,2,1216505,13,0,Delhi Capitals
7117,Ravichandran Ashwin,4,0,18,1,4.5,10,1,0,0,0,2,1216505,13,31,Delhi Capitals
7118,Anrich Nortje,4,0,33,3,8.25,11,4,1,0,0,2,1216505,13,79,Delhi Capitals
7119,Kagiso Rabada,4,0,30,2,7.5,9,3,1,0,0,2,1216505,13,50,Delhi Capitals
7120,Axar Patel,4,0,30,0,7.5,4,0,1,0,0,2,1216505,13,0,Delhi Capitals
7121,Chris Morris,2,0,19,0,9.5,4,3,0,0,0,1,1216505,13,0,Royal Challengers Bangalore
7122,Mohammed Siraj,3,0,29,1,9.67,9,4,1,2,0,1,1216505,13,25,Royal Challengers Bangalore
7123,Washington Sundar,4,0,24,1,6,7,1,0,0,0,1,1216505,13,25,Royal Challengers Bangalore
7124,Isuru Udana,2,0,24,0,12,1,4,0,0,0,1,1216505,13,-6,Royal Challengers Bangalore
7125,Yuzvendra Chahal,4,0,29,0,7.25,4,2,0,0,0,1,1216505,13,0,Royal Challengers Bangalore
7126,Shahbaz Ahmed,4,0,26,2,6.5,6,0,1,1,0,1,1216505,13,50,Royal Challengers Bangalore
7127,Deepak Chahar,3,0,30,0,10,5,4,1,0,0,2,1216506,13,0,Chennai Super Kings (20
7128,Sam Curran,2,0,15,0,7.5,3,2,0,0,0,2,1216506,13,0,Chennai Super Kings (20
7129,Shardul Thakur,4,0,27,1,6.75,8,3,0,0,0,2,1216506,13,25,Chennai Super Kings (20
7130,Lungi Ngidi,4,0,39,3,9.75,11,3,3,1,0,2,1216506,13,79,Chennai Super Kings (20
7131,Imran Tahir,4,0,24,1,6,6,0,1,0,0,2,1216506,13,25,Chennai Super Kings (20
7132,Ravindra Jadeja,3,0,17,1,5.67,5,0,0,0,0,2,1216506,13,25,Chennai Super Kings (20
7133,James Neesham,3,0,26,0,8.67,8,2,1,1,0,1,1216506,13,0,Kings XI Punjab
7134,Mohammed Shami,4,0,29,0,7.25,12,3,0,1,0,1,1216506,13,0,Kings XI Punjab
7135,Chris Jordan,3,0,31,1,10.33,4,2,1,0,0,1,1216506,13,25,Kings XI Punjab
7136,Ravi Bishnoi,4,0,39,0,9.75,6,5,1,1,0,1,1216506,13,0,Kings XI Punjab
7137,Murugan Ashwin,4,0,17,0,4.25,8,0,0,0,0,1,1216506,13,6,Kings XI Punjab
7138,Chris Gayle,0.5,0,5,0,6,0,0,0,0,0,1,1216506,13,0,Kings XI Punjab
7139,Jofra Archer,4,0,25,1,6.25,14,0,2,0,1,2,1216507,13,25,Rajasthan Royals
7140,Shreyas Gopal,4,0,31,0,7.75,8,1,2,0,0,2,1216507,13,0,Rajasthan Royals
7141,Kartik Tyagi,3,0,29,1,9.67,5,1,2,0,0,2,1216507,13,25,Rajasthan Royals
7142,Jaydev Unadkat,4,0,31,1,7.75,5,1,1,1,0,2,1216507,13,25,Rajasthan Royals
7143,Rahul Tewatia,4,0,35,0,8.75,8,2,2,1,0,2,1216507,13,0,Rajasthan Royals
7144,Ben Stokes,1,0,7,0,7,2,1,0,0,0,2,1216507,13,0,Rajasthan Royals
7145,Sandeep Sharma,4,0,32,0,8,7,3,1,0,0,1,1216507,13,0,Sunrisers Hyderabad
7146,Khaleel Ahmed,3.5,0,37,2,9.65,9,1,3,0,0,1,1216507,13,50,Sunrisers Hyderabad
7147,T Natarajan,4,1,32,0,8,8,2,2,0,0,1,1216507,13,12,Sunrisers Hyderabad
7148,Abhishek Sharma,1,0,11,0,11,1,2,0,0,0,1,1216507,13,0,Sunrisers Hyderabad
7149,Rashid Khan,4,0,25,2,6.25,10,3,0,0,0,1,1216507,13,50,Sunrisers Hyderabad
7150,Vijay Shankar,3,0,22,0,7.33,3,1,0,2,0,1,1216507,13,0,Sunrisers Hyderabad
7151,Sandeep Warrier,3,0,34,0,11.33,8,5,1,3,0,2,1216508,13,0,Kolkata Knight Riders
7152,Shivam Mavi,4,1,32,2,8,10,2,0,3,0,2,1216508,13,62,Kolkata Knight Riders
7153,Pat Cummins,3,0,49,0,16.33,3,3,4,3,0,2,1216508,13,-6,Kolkata Knight Riders
7154,Sunil Narine,4,0,22,1,5.5,8,2,0,0,0,2,1216508,13,25,Kolkata Knight Riders
7155,Andre Russell,2,0,17,1,8.5,4,1,1,0,0,2,1216508,13,25,Kolkata Knight Riders
7156,Kuldeep Yadav,4,0,39,0,9.75,3,0,3,1,1,2,1216508,13,0,Kolkata Knight Riders
7157,Trent Boult,4,1,30,2,7.5,13,6,0,0,0,1,1216508,13,62,Mumbai Indians
7158,James Pattinson,4,0,25,2,6.25,13,1,2,1,0,1,1216508,13,50,Mumbai Indians
7159,Jasprit Bumrah,4,0,32,2,8,14,0,4,1,0,1,1216508,13,50,Mumbai Indians
7160,Rahul Chahar,4,0,26,2,6.5,11,2,1,0,0,1,1216508,13,50,Mumbai Indians
7161,Kieron Pollard,3,0,21,1,7,4,2,0,1,0,1,1216508,13,25,Mumbai Indians
7162,Krunal Pandya,1,0,10,0,10,2,2,0,0,0,1,1216508,13,0,Mumbai Indians
7163,Tushar Deshpande,4,0,39,1,9.75,9,3,2,2,0,2,1216509,13,25,Delhi Capitals
7164,Kagiso Rabada,4,1,33,1,8.25,12,3,2,1,1,2,1216509,13,37,Delhi Capitals
7165,Axar Patel,4,0,23,0,5.75,5,1,0,0,0,2,1216509,13,0,Delhi Capitals
7166,Anrich Nortje,4,0,44,2,11,10,3,4,0,0,2,1216509,13,50,Delhi Capitals
7167,Ravichandran Ashwin,3,0,30,0,10,5,3,1,0,0,2,1216509,13,0,Delhi Capitals
7168,Marcus Stoinis,1,0,10,0,10,1,0,1,0,0,2,1216509,13,0,Delhi Capitals
7169,Deepak Chahar,4,1,18,2,4.5,10,1,0,0,0,1,1216509,13,68,Chennai Super Kings (20
7170,Sam Curran,4,0,35,1,8.75,10,5,1,1,0,1,1216509,13,25,Chennai Super Kings (20
7171,Shardul Thakur,4,0,39,1,9.75,5,3,2,0,0,1,1216509,13,25,Chennai Super Kings (20
7172,Ravindra Jadeja,1.5,0,35,0,19.09,0,2,3,1,0,1,1216509,13,0,Chennai Super Kings (20
7173,Karn Sharma,3,0,34,0,11.33,3,4,1,0,0,1,1216509,13,0,Chennai Super Kings (20
7174,Dwayne Bravo,3,0,23,1,7.67,4,2,0,1,0,1,1216509,13,25,Chennai Super Kings (20
7175,Umesh Yadav,3,0,35,0,11.67,6,5,1,1,1,2,1216510,13,0,Royal Challengers Bangalore
7176,Dale Steyn,4,0,57,0,14.25,5,5,4,1,0,2,1216510,13,-6,Royal Challengers Bangalore
7177,Navdeep Saini,4,0,37,0,9.25,8,6,0,2,0,2,1216510,13,0,Royal Challengers Bangalore
7178,Yuzvendra Chahal,4,0,25,1,6.25,8,2,0,0,0,2,1216510,13,25,Royal Challengers Bangalore
7179,Washington Sundar,2,0,13,0,6.5,2,1,0,0,0,2,1216510,13,0,Royal Challengers Bangalore
7180,Shivam Dube,3,0,33,2,11,3,2,2,0,0,2,1216510,13,50,Royal Challengers Bangalore
7181,Sheldon Cottrell,3,0,17,2,5.67,12,1,1,2,0,1,1216510,13,50,Kings XI Punjab
7182,Mohammed Shami,3,0,14,1,4.67,10,2,0,0,0,1,1216510,13,31,Kings XI Punjab
7183,Ravi Bishnoi,4,0,32,3,8,12,3,1,2,0,1,1216510,13,79,Kings XI Punjab
7184,Murugan Ashwin,3,0,21,3,7,9,3,0,1,0,1,1216510,13,79,Kings XI Punjab
7185,James Neesham,2,0,13,0,6.5,5,0,1,1,0,1,1216510,13,0,Kings XI Punjab
7186,Glenn Maxwell,2,0,10,1,5,5,1,0,0,0,1,1216510,13,25,Kings XI Punjab
7187,Ankit Rajpoot,3,0,42,0,14,5,5,2,1,1,2,1216511,13,-6,Rajasthan Royals
7188,Shreyas Gopal,4,0,28,2,7,11,3,1,0,0,2,1216511,13,50,Rajasthan Royals
7189,Jofra Archer,4,0,34,1,8.5,11,3,2,0,1,2,1216511,13,25,Rajasthan Royals
7190,Kartik Tyagi,4,0,36,1,9,8,3,1,3,0,2,1216511,13,25,Rajasthan Royals
7191,Tom Curran,3,0,33,0,11,5,4,1,1,0,2,1216511,13,0,Rajasthan Royals
7192,Rahul Tewatia,2,0,13,0,6.5,4,0,1,0,0,2,1216511,13,0,Rajasthan Royals
7193,Trent Boult,4,0,26,2,6.5,12,3,1,0,0,1,1216511,13,50,Mumbai Indians
7194,Jasprit Bumrah,4,0,20,4,5,14,3,0,0,0,1,1216511,13,108,Mumbai Indians
7195,James Pattinson,3.1,0,19,2,6,9,2,0,0,0,1,1216511,13,50,Mumbai Indians
7196,Rahul Chahar,3,0,24,1,8,6,0,2,1,0,1,1216511,13,25,Mumbai Indians
7197,Krunal Pandya,2,0,22,0,11,2,0,2,0,0,1,1216511,13,0,Mumbai Indians
7198,Kieron Pollard,2,0,24,1,12,3,3,1,0,0,1,1216511,13,19,Mumbai Indians
7199,Sandeep Sharma,4,0,27,0,6.75,6,1,1,0,0,2,1216512,13,0,Sunrisers Hyderabad
7200,Basil Thampi,4,0,46,1,11.5,5,6,1,0,0,2,1216512,13,25,Sunrisers Hyderabad
7201,T Natarajan,4,0,40,2,10,9,4,2,0,1,2,1216512,13,50,Sunrisers Hyderabad
7202,Vijay Shankar,4,0,20,1,5,13,3,0,0,0,2,1216512,13,25,Sunrisers Hyderabad
7203,Rashid Khan,4,0,28,1,7,9,2,1,0,0,2,1216512,13,25,Sunrisers Hyderabad
7204,Pat Cummins,4,0,28,1,7,13,3,1,0,0,1,1216512,13,25,Kolkata Knight Riders
7205,Shivam Mavi,3,0,34,1,11.33,6,5,1,1,0,1,1216512,13,25,Kolkata Knight Riders
7206,Varun Chakravarthy,4,0,32,1,8,7,4,0,0,0,1,1216512,13,25,Kolkata Knight Riders
7207,Andre Russell,2,0,29,0,14.5,3,6,0,0,1,1,1216512,13,-6,Kolkata Knight Riders
7208,Lockie Ferguson,4,0,15,3,3.75,13,0,0,0,0,1,1216512,13,85,Kolkata Knight Riders
7209,Kuldeep Yadav,3,0,18,0,6,5,0,0,1,0,1,1216512,13,0,Kolkata Knight Riders
7210,Deepak Chahar,3,0,17,0,5.67,9,2,0,0,0,2,1216513,13,0,Chennai Super Kings (20
7211,Sam Curran,3,0,31,0,10.33,3,3,1,0,0,2,1216513,13,0,Chennai Super Kings (20
7212,Shardul Thakur,4,0,39,2,9.75,8,5,1,1,0,2,1216513,13,50,Chennai Super Kings (20
7213,Dwayne Bravo,4,0,38,0,9.5,7,3,1,2,0,2,1216513,13,0,Chennai Super Kings (20
7214,Ravindra Jadeja,4,0,30,1,7.5,7,1,1,0,0,2,1216513,13,25,Chennai Super Kings (20
7215,Piyush Chawla,2,0,22,1,11,2,0,2,0,0,2,1216513,13,25,Chennai Super Kings (20
7216,Sheldon Cottrell,3,0,30,0,10,5,3,1,2,0,1,1216513,13,0,Kings XI Punjab
7217,Mohammed Shami,3.4,0,35,0,9.55,7,2,1,2,0,1,1216513,13,0,Kings XI Punjab
7218,Harpreet Brar,4,0,41,0,10.25,6,5,1,1,0,1,1216513,13,0,Kings XI Punjab
7219,Chris Jordan,3,0,42,0,14,2,8,0,0,0,1,1216513,13,-6,Kings XI Punjab
7220,Ravi Bishnoi,4,0,33,0,8.25,10,4,1,2,0,1,1216513,13,0,Kings XI Punjab
7221,Isuru Udana,4,0,41,2,10.25,8,4,2,1,0,2,1216514,13,50,Royal Challengers Bangalore
7222,Washington Sundar,4,0,20,0,5,8,1,0,0,0,2,1216514,13,0,Royal Challengers Bangalore
7223,Navdeep Saini,4,1,37,1,9.25,10,2,3,0,1,2,1216514,13,37,Royal Challengers Bangalore
7224,Yuzvendra Chahal,4,0,24,3,6,10,0,2,0,0,2,1216514,13,79,Royal Challengers Bangalore
7225,Adam Zampa,3,0,27,0,9,3,2,1,0,0,2,1216514,13,0,Royal Challengers Bangalore
7226,Shivam Dube,1,0,4,0,4,2,0,0,0,0,2,1216514,13,0,Royal Challengers Bangalore
7227,Jofra Archer,4,0,18,1,4.5,15,3,0,0,0,1,1216514,13,31,Rajasthan Royals
7228,Jaydev Unadkat,3,0,31,0,10.33,3,2,1,0,0,1,1216514,13,0,Rajasthan Royals
7229,Shreyas Gopal,4,0,27,1,6.75,5,2,0,0,0,1,1216514,13,25,Rajasthan Royals
7230,Tom Curran,3.1,0,40,0,12.63,3,7,0,0,0,1,1216514,13,-6,Rajasthan Royals
7231,Rahul Tewatia,4,0,28,0,7,7,1,1,0,0,1,1216514,13,0,Rajasthan Royals
7232,Riyan Parag,1,0,13,0,13,3,1,1,1,0,1,1216514,13,0,Rajasthan Royals
7233,Pat Cummins,4,0,49,0,12.25,2,5,2,0,0,2,1216515,13,-6,Kolkata Knight Riders
7234,Shivam Mavi,3,0,40,0,13.33,2,6,1,0,0,2,1216515,13,-6,Kolkata Knight Riders
7235,Varun Chakravarthy,4,0,49,1,12.25,6,5,3,0,0,2,1216515,13,19,Kolkata Knight Riders
7236,Sunil Narine,2,0,26,0,13,1,0,3,0,0,2,1216515,13,-6,Kolkata Knight Riders
7237,Andre Russell,4,0,29,2,7.25,11,2,2,0,0,2,1216515,13,50,Kolkata Knight Riders
7238,Kamlesh Nagarkoti,3,0,35,1,11.67,1,0,3,2,0,2,1216515,13,25,Kolkata Knight Riders
7239,Kagiso Rabada,4,0,51,1,12.75,8,3,5,0,0,1,1216515,13,19,Delhi Capitals
7240,Anrich Nortje,4,0,33,3,8.25,11,2,2,0,0,1,1216515,13,79,Delhi Capitals
7241,Ravichandran Ashwin,2,0,26,0,13,1,1,2,1,0,1,1216515,13,-6,Delhi Capitals
7242,Marcus Stoinis,4,0,46,1,11.5,6,4,3,1,0,1,1216515,13,25,Delhi Capitals
7243,Harshal Patel,4,0,34,2,8.5,7,2,1,3,1,1,1216515,13,50,Delhi Capitals
7244,Amit Mishra,2,0,14,1,7,5,0,1,0,1,1,1216515,13,25,Delhi Capitals
7245,Deepak Chahar,4,0,31,2,7.75,11,5,0,2,0,2,1216516,13,50,Chennai Super Kings (20
7246,Sam Curran,3,0,37,0,12.33,5,5,1,1,1,2,1216516,13,-6,Chennai Super Kings (20
7247,Shardul Thakur,4,0,32,1,8,9,3,0,1,1,2,1216516,13,25,Chennai Super Kings (20
7248,Dwayne Bravo,4,0,28,0,7,6,2,0,2,0,2,1216516,13,0,Chennai Super Kings (20
7249,Piyush Chawla,3,0,20,1,6.67,7,3,0,0,0,2,1216516,13,25,Chennai Super Kings (20
7250,Ravindra Jadeja,2,0,16,0,8,5,1,1,0,0,2,1216516,13,0,Chennai Super Kings (20
7251,Bhuvneshwar Kumar,3.1,0,20,1,6.32,9,3,0,0,0,1,1216516,13,25,Sunrisers Hyderabad
7252,Khaleel Ahmed,3.5,0,34,0,8.87,9,3,1,2,0,1,1216516,13,0,Sunrisers Hyderabad
7253,T Natarajan,4,0,43,2,10.75,9,5,2,1,0,1,1216516,13,50,Sunrisers Hyderabad
7254,Abhishek Sharma,1,0,4,0,4,2,0,0,0,0,1,1216516,13,0,Sunrisers Hyderabad
7255,Rashid Khan,4,0,12,0,3,16,1,0,0,0,1,1216516,13,6,Sunrisers Hyderabad
7256,Abdul Samad,4,0,41,1,10.25,7,2,2,1,0,1,1216516,13,25,Sunrisers Hyderabad
7257,Glenn Maxwell,4,0,24,0,6,9,3,0,0,0,2,1216517,13,0,Kings XI Punjab
7258,Mohammed Shami,4,0,30,2,7.5,12,4,0,0,0,2,1216517,13,50,Kings XI Punjab
7259,Arshdeep Singh,3,0,35,2,11.67,8,3,3,1,0,2,1216517,13,50,Kings XI Punjab
7260,Chris Jordan,3,0,32,1,10.67,6,1,3,0,0,2,1216517,13,25,Kings XI Punjab
7261,Murugan Ashwin,3,0,28,0,9.33,7,4,1,0,0,2,1216517,13,0,Kings XI Punjab
7262,Deepak Hooda,1,0,9,0,9,2,0,1,0,0,2,1216517,13,0,Kings XI Punjab
7263,Ravi Bishnoi,2,0,12,1,6,5,0,1,0,0,2,1216517,13,25,Kings XI Punjab
7264,Trent Boult,4,0,48,0,12,6,6,2,1,0,1,1216517,13,-6,Mumbai Indians
7265,Krunal Pandya,2,0,12,0,6,5,1,0,0,0,1,1216517,13,0,Mumbai Indians
7266,Jasprit Bumrah,4,0,24,3,6,12,1,1,1,0,1,1216517,13,79,Mumbai Indians
7267,Nathan Coulter-Nile,4,0,33,0,8.25,9,3,1,0,0,1,1216517,13,0,Mumbai Indians
7268,Kieron Pollard,2,0,26,0,13,3,1,2,2,0,1,1216517,13,-6,Mumbai Indians
7269,Rahul Chahar,4,0,33,2,8.25,9,2,2,0,0,1,1216517,13,50,Mumbai Indians
7270,Sandeep Sharma,4,0,31,0,7.75,8,3,1,0,0,2,1216518,13,0,Sunrisers Hyderabad
7271,Jason Holder,4,0,33,3,8.25,11,3,1,2,0,2,1216518,13,79,Sunrisers Hyderabad
7272,Vijay Shankar,3,0,15,1,5,8,1,0,0,0,2,1216518,13,25,Sunrisers Hyderabad
7273,T Natarajan,4,0,46,0,11.5,5,4,2,1,0,2,1216518,13,0,Sunrisers Hyderabad
7274,Rashid Khan,4,0,20,1,5,9,0,0,0,0,2,1216518,13,25,Sunrisers Hyderabad
7275,Shahbaz Nadeem,1,0,9,0,9,0,1,0,0,0,2,1216518,13,0,Sunrisers Hyderabad
7276,Jofra Archer,4,0,21,2,5.25,16,4,0,1,0,1,1216518,13,50,Rajasthan Royals
7277,Ankit Rajpoot,1,0,11,0,11,4,1,1,1,0,1,1216518,13,0,Rajasthan Royals
7278,Kartik Tyagi,3.1,0,42,0,13.26,7,4,3,2,0,1,1216518,13,-6,Rajasthan Royals
7279,Ben Stokes,2,0,24,0,12,5,0,3,1,0,1,1216518,13,-6,Rajasthan Royals
7280,Shreyas Gopal,4,0,32,0,8,7,3,1,0,0,1,1216518,13,0,Rajasthan Royals
