Season,Team,Player
9,Mumbai Indians,Jasprit Bumrah
9,Mumbai Indians,Jos Buttler
9,Mumbai Indians,Unmukt Chand
9,Mumbai Indians,Marchant de Lange
9,Mumbai Indians,Shreyas Gopal
9,Mumbai Indians,Martin Guptill
9,Mumbai Indians,Harbhajan Singh
9,Mumbai Indians,Kishore Kamath
9,Mumbai Indians,Siddhesh Lad
9,Mumbai Indians,Mitchell McClenaghan
9,Mumbai Indians,Hardik Pandya
9,Mumbai Indians,Krunal Pandya
9,Mumbai Indians,Parthiv Patel
9,Mumbai Indians,Kieron Pollard
9,Mumbai Indians,Deepak Punia
9,Mumbai Indians,Nitish Rana
9,Mumbai Indians,Ambati Rayudu
9,Mumbai Indians,Jitesh Sharma
9,Mumbai Indians,Nathu Singh
9,Mumbai Indians,Tim Southee
9,Mumbai Indians,Jagadeesha Suchith
9,Mumbai Indians,Jerome Taylor
9,Mumbai Indians,Vinay Kumar
9,Mumbai Indians,Akshay Wakhare
9,Mumbai Indians,Lasith Malinga
9,Mumbai Indians,Lendl Simmons
9,Rising Pune Supergiants,MS Dhoni
9,Rising Pune Supergiants,Ankit Sharma
9,Rising Pune Supergiants,Baba Aparajith
9,Rising Pune Supergiants,Murugan Ashwin
9,Rising Pune Supergiants,Ravichandran Ashwin
9,Rising Pune Supergiants,George Bailey
9,Rising Pune Supergiants,Ankush Bains
9,Rising Pune Supergiants,Rajat Bhatia
9,Rising Pune Supergiants,Scott Boland
9,Rising Pune Supergiants,Deepak Chahar
9,Rising Pune Supergiants,Ashok Dinda
9,Rising Pune Supergiants,Peter Handscomb
9,Rising Pune Supergiants,Jaskaran Singh
9,Rising Pune Supergiants,Usman Khawaja
9,Rising Pune Supergiants,Albie Morkel
9,Rising Pune Supergiants,Ishwar Pandey
9,Rising Pune Supergiants,Irfan Pathan
9,Rising Pune Supergiants,Thisara Perera
9,Rising Pune Supergiants,Ajinkya Rahane
9,Rising Pune Supergiants,Ishant Sharma
9,Rising Pune Supergiants,RP Singh
9,Rising Pune Supergiants,Saurabh Tiwary
9,Rising Pune Supergiants,Adam Zampa
9,Rising Pune Supergiants,Faf du Plessis
9,Rising Pune Supergiants,Mitchell Marsh
9,Rising Pune Supergiants,Kevin Pietersen
9,Rising Pune Supergiants,Steven Smith
9,Royal Challengers Bangalore,Virat Kohli
9,Royal Challengers Bangalore,Varun Aaron
9,Royal Challengers Bangalore,Abu Nechim
9,Royal Challengers Bangalore,Sreenath Aravind
9,Royal Challengers Bangalore,Stuart Binny
9,Royal Challengers Bangalore,Yuzvendra Chahal
9,Royal Challengers Bangalore,AB de Villiers
9,Royal Challengers Bangalore,Praveen Dubey
9,Royal Challengers Bangalore,Chris Gayle
9,Royal Challengers Bangalore,Travis Head
9,Royal Challengers Bangalore,Iqbal Abdulla
9,Royal Challengers Bangalore,Kedar Jadhav
9,Royal Challengers Bangalore,Chris Jordan
9,Royal Challengers Bangalore,Akshay Karnewar
9,Royal Challengers Bangalore,Sarfaraz Khan
9,Royal Challengers Bangalore,Vikramjeet Malik
9,Royal Challengers Bangalore,Mandeep Singh
9,Royal Challengers Bangalore,Parvez Rasool
9,Royal Challengers Bangalore,Harshal Patel
9,Royal Challengers Bangalore,KL Rahul
9,Royal Challengers Bangalore,Kane Richardson
9,Royal Challengers Bangalore,Sachin Baby
9,Royal Challengers Bangalore,Tabraiz Shamsi
9,Royal Challengers Bangalore,Vikas Tokas
9,Royal Challengers Bangalore,Shane Watson
9,Royal Challengers Bangalore,David Wiese
9,Royal Challengers Bangalore,Samuel Badree
9,Royal Challengers Bangalore,Adam Milne
9,Royal Challengers Bangalore,Mitchell Starc
9,Sunrisers Hyderabad,David Warner
9,Sunrisers Hyderabad,Ashish Reddy
9,Sunrisers Hyderabad,Ricky Bhui
9,Sunrisers Hyderabad,Bipul Sharma
9,Sunrisers Hyderabad,Trent Boult
9,Sunrisers Hyderabad,Ben Cutting
9,Sunrisers Hyderabad,Shikhar Dhawan
9,Sunrisers Hyderabad,Moises Henriques
9,Sunrisers Hyderabad,Deepak Hooda
9,Sunrisers Hyderabad,Siddarth Kaul
9,Sunrisers Hyderabad,Bhuvneshwar Kumar
9,Sunrisers Hyderabad,Abhimanyu Mithun
9,Sunrisers Hyderabad,Eoin Morgan
9,Sunrisers Hyderabad,Mustafizur Rahman
9,Sunrisers Hyderabad,Naman Ojha
9,Sunrisers Hyderabad,Vijay Shankar
9,Sunrisers Hyderabad,Karn Sharma
9,Sunrisers Hyderabad,Barinder Sran
9,Sunrisers Hyderabad,Tirumalasetti Suman
9,Sunrisers Hyderabad,Aditya Tare
9,Sunrisers Hyderabad,Kane Williamson
9,Sunrisers Hyderabad,Yuvraj Singh
9,Sunrisers Hyderabad,Ashish Nehra
10,Delhi Daredevils,Zaheer Khan
10,Delhi Daredevils,Ankit Bawne
10,Delhi Daredevils,Khaleel Ahmed
10,Delhi Daredevils,Corey Anderson
10,Delhi Daredevils,Murugan Ashwin
10,Delhi Daredevils,Sam Billings
10,Delhi Daredevils,Carlos Brathwaite
10,Delhi Daredevils,Pat Cummins
10,Delhi Daredevils,Quinton de Kock
10,Delhi Daredevils,Ben Hilfenhaus
10,Delhi Daredevils,Shreyas Iyer
10,Delhi Daredevils,Angelo Mathews
10,Delhi Daredevils,Chama Milind
10,Delhi Daredevils,Amit Mishra
10,Delhi Daredevils,Mohammed Shami
10,Delhi Daredevils,Chris Morris
10,Delhi Daredevils,Shahbaz Nadeem
10,Delhi Daredevils,Karun Nair
10,Delhi Daredevils,Rishabh Pant
10,Delhi Daredevils,Pratyush Singh
10,Delhi Daredevils,Kagiso Rabada
10,Delhi Daredevils,Navdeep Saini
10,Delhi Daredevils,Sanju Samson
10,Delhi Daredevils,Marlon Samuels
10,Delhi Daredevils,Shashank Singh
10,Delhi Daredevils,Aditya Tare
10,Delhi Daredevils,Jayant Yadav
10,Delhi Daredevils,Jean-Paul Duminy
10,Gujarat Lions,Akshdeep Nath
10,Gujarat Lions,Shubham Agarwal
10,Gujarat Lions,Ankit Soni
10,Gujarat Lions,Basil Thampi
10,Gujarat Lions,Chirag Suri
10,Gujarat Lions,James Faulkner
10,Gujarat Lions,Aaron Finch
10,Gujarat Lions,Manpreet Gony
10,Gujarat Lions,Ishan Kishan
10,Gujarat Lions,Ravindra Jadeja
10,Gujarat Lions,Shadab Jakati
10,Gujarat Lions,Dinesh Karthik
10,Gujarat Lions,Shivil Kaushik
10,Gujarat Lions,Dhawal Kulkarni
10,Gujarat Lions,Praveen Kumar
10,Gujarat Lions,Brendon McCullum
10,Gujarat Lions,Munaf Patel
10,Gujarat Lions,Irfan Pathan
10,Gujarat Lions,Pratham Singh
10,Gujarat Lions,Suresh Raina
10,Gujarat Lions,Jason Roy
10,Gujarat Lions,Pradeep Sangwan
10,Gujarat Lions,Jaydev Shah
10,Gujarat Lions,Shelley Shaurya
10,Gujarat Lions,Nathu Singh
10,Gujarat Lions,Dwayne Smith
10,Gujarat Lions,Tejas Baroka
10,Gujarat Lions,Andrew Tye
10,Gujarat Lions,Dwayne Bravo
10,Kings XI Punjab,Varun Aaron
10,Kings XI Punjab,Hashim Amla
10,Kings XI Punjab,Anureet Singh
10,Kings XI Punjab,Armaan Jaffer
10,Kings XI Punjab,KC Cariappa
10,Kings XI Punjab,Martin Guptill
10,Kings XI Punjab,Gurkeerat Singh Mann
10,Kings XI Punjab,Matt Henry
10,Kings XI Punjab,Shaun Marsh
10,Kings XI Punjab,Glenn Maxwell
10,Kings XI Punjab,David Miller
10,Kings XI Punjab,Eoin Morgan
10,Kings XI Punjab,Nikhil Naik
10,Kings XI Punjab,T Natarajan
10,Kings XI Punjab,Axar Patel
10,Kings XI Punjab,Wriddhiman Saha
10,Kings XI Punjab,Pardeep Sahu
10,Kings XI Punjab,Daren Sammy
10,Kings XI Punjab,Sandeep Sharma
10,Kings XI Punjab,Ishant Sharma
10,Kings XI Punjab,Mohit Sharma
10,Kings XI Punjab,Rinku Singh
10,Kings XI Punjab,Marcus Stoinis
10,Kings XI Punjab,Swapnil Singh
10,Kings XI Punjab,Rahul Tewatia
10,Kings XI Punjab,Manan Vohra
10,Kings XI Punjab,Murali Vijay
10,Kolkata Knight Riders,Gautam Gambhir
10,Kolkata Knight Riders,Trent Boult
10,Kolkata Knight Riders,Darren Bravo
10,Kolkata Knight Riders,Piyush Chawla
10,Kolkata Knight Riders,Nathan Coulter-Nile
10,Kolkata Knight Riders,Colin de Grandhomme
10,Kolkata Knight Riders,Rishi Dhawan
10,Kolkata Knight Riders,Sayan Ghosh
10,Kolkata Knight Riders,Sheldon Jackson
10,Kolkata Knight Riders,Ishank Jaggi
10,Kolkata Knight Riders,Kuldeep Yadav
10,Kolkata Knight Riders,Chris Lynn
10,Kolkata Knight Riders,Sunil Narine
10,Kolkata Knight Riders,Manish Pandey
10,Kolkata Knight Riders,Yusuf Pathan
10,Kolkata Knight Riders,Rovman Powell
10,Kolkata Knight Riders,Ankit Rajpoot
10,Kolkata Knight Riders,Sanjay Yadav
10,Kolkata Knight Riders,Shakib Al Hasan
10,Kolkata Knight Riders,Robin Uthappa
10,Kolkata Knight Riders,Chris Woakes
10,Kolkata Knight Riders,Suryakumar Yadav
10,Kolkata Knight Riders,Umesh Yadav
10,Mumbai Indians,Rohit Sharma
10,Mumbai Indians,Jasprit Bumrah
10,Mumbai Indians,Jos Buttler
10,Mumbai Indians,Shreyas Gopal
10,Mumbai Indians,Krishnappa Gowtham
10,Mumbai Indians,Asela Gunaratne
10,Mumbai Indians,Harbhajan Singh
10,Mumbai Indians,Mitchell Johnson
10,Mumbai Indians,Kulwant Khejroliya
10,Mumbai Indians,Siddhesh Lad
10,Mumbai Indians,Mitchell McClenaghan
10,Mumbai Indians,Lasith Malinga
10,Mumbai Indians,Hardik Pandya
10,Mumbai Indians,Krunal Pandya
10,Mumbai Indians,Parthiv Patel
10,Mumbai Indians,Kieron Pollard
10,Mumbai Indians,Nicholas Pooran
10,Mumbai Indians,Deepak Punia
10,Mumbai Indians,Nitish Rana
10,Mumbai Indians,Ambati Rayudu
10,Mumbai Indians,Jitesh Sharma
10,Mumbai Indians,Karn Sharma
10,Mumbai Indians,Lendl Simmons
10,Mumbai Indians,Tim Southee
10,Mumbai Indians,Jagadeesha Suchith
10,Mumbai Indians,Saurabh Tiwary
10,Mumbai Indians,Vinay Kumar
10,Rising Pune Supergiant,Steven Smith
10,Rising Pune Supergiant,Mayank Agarwal
10,Rising Pune Supergiant,Ankit Sharma
10,Rising Pune Supergiant,Baba Aparajith
10,Rising Pune Supergiant,Ankush Bains
10,Rising Pune Supergiant,Rajat Bhatia
10,Rising Pune Supergiant,Deepak Chahar
10,Rising Pune Supergiant,Rahul Chahar
10,Rising Pune Supergiant,Dan Christian
10,Rising Pune Supergiant,MS Dhoni
10,Rising Pune Supergiant,Ashok Dinda
10,Rising Pune Supergiant,Faf du Plessis
10,Rising Pune Supergiant,Lockie Ferguson
10,Rising Pune Supergiant,Imran Tahir
10,Rising Pune Supergiant,Jaskaran Singh
10,Rising Pune Supergiant,Usman Khawaja
10,Rising Pune Supergiant,Ishwar Pandey
10,Rising Pune Supergiant,Ajinkya Rahane
10,Rising Pune Supergiant,Saurabh Kumar
10,Rising Pune Supergiant,Ben Stokes
10,Rising Pune Supergiant,Milind Tandon
10,Rising Pune Supergiant,Shardul Thakur
10,Rising Pune Supergiant,Manoj Tiwary
10,Rising Pune Supergiant,Rahul Tripathi
10,Rising Pune Supergiant,Jaydev Unadkat
10,Rising Pune Supergiant,Washington Sundar
10,Rising Pune Supergiant,Adam Zampa
10,Rising Pune Supergiant,Ravichandran Ashwin
10,Rising Pune Supergiant,Mitchell Marsh
10,Royal Challengers Bangalore,Virat Kohli
10,Royal Challengers Bangalore,Sreenath Aravind
10,Royal Challengers Bangalore,Avesh Khan
10,Royal Challengers Bangalore,Samuel Badree
10,Royal Challengers Bangalore,Stuart Binny
10,Royal Challengers Bangalore,Yuzvendra Chahal
10,Royal Challengers Bangalore,Aniket Choudhary
10,Royal Challengers Bangalore,AB de Villiers
10,Royal Challengers Bangalore,Praveen Dubey
10,Royal Challengers Bangalore,Chris Gayle
10,Royal Challengers Bangalore,Harpreet Singh
10,Royal Challengers Bangalore,Travis Head
10,Royal Challengers Bangalore,Iqbal Abdulla
10,Royal Challengers Bangalore,Kedar Jadhav
10,Royal Challengers Bangalore,Mandeep Singh
10,Royal Challengers Bangalore,Tymal Mills
10,Royal Challengers Bangalore,Adam Milne
10,Royal Challengers Bangalore,Pawan Negi
10,Royal Challengers Bangalore,Harshal Patel
10,Royal Challengers Bangalore,Sachin Baby
10,Royal Challengers Bangalore,Tabraiz Shamsi
10,Royal Challengers Bangalore,Billy Stanlake
10,Royal Challengers Bangalore,Vishnu Vinod
10,Royal Challengers Bangalore,Shane Watson
10,Royal Challengers Bangalore,Sarfaraz Khan
10,Royal Challengers Bangalore,KL Rahul
10,Sunrisers Hyderabad,David Warner
10,Sunrisers Hyderabad,Tanmay Agarwal
10,Sunrisers Hyderabad,Ricky Bhui
10,Sunrisers Hyderabad,Bipul Sharma
10,Sunrisers Hyderabad,Ben Cutting
10,Sunrisers Hyderabad,Shikhar Dhawan
10,Sunrisers Hyderabad,Eklavya Dwivedi
10,Sunrisers Hyderabad,Moises Henriques
10,Sunrisers Hyderabad,Deepak Hooda
10,Sunrisers Hyderabad,Chris Jordan
10,Sunrisers Hyderabad,Siddarth Kaul
10,Sunrisers Hyderabad,Bhuvneshwar Kumar
10,Sunrisers Hyderabad,Ben Laughlin
10,Sunrisers Hyderabad,Abhimanyu Mithun
10,Sunrisers Hyderabad,Mohammad Nabi
10,Sunrisers Hyderabad,Mohammed Siraj
10,Sunrisers Hyderabad,Mustafizur Rahman
10,Sunrisers Hyderabad,Ashish Nehra
10,Sunrisers Hyderabad,Naman Ojha
10,Sunrisers Hyderabad,Rashid Khan
10,Sunrisers Hyderabad,Vijay Shankar
10,Sunrisers Hyderabad,Barinder Sran
10,Sunrisers Hyderabad,Pravin Tambe
10,Sunrisers Hyderabad,Kane Williamson
10,Sunrisers Hyderabad,Yuvraj Singh
11,Chennai Super Kings,KM Asif
11,Chennai Super Kings,Sam Billings
11,Chennai Super Kings,Chaitanya Bishnoi
11,Chennai Super Kings,Dwayne Bravo
11,Chennai Super Kings,Deepak Chahar
11,Chennai Super Kings,MS Dhoni
11,Chennai Super Kings,Faf du Plessis
11,Chennai Super Kings,Harbhajan Singh
11,Chennai Super Kings,Imran Tahir
11,Chennai Super Kings,Ravindra Jadeja
11,Chennai Super Kings,Narayan Jagadeesan
11,Chennai Super Kings,Kshitiz Sharma
11,Chennai Super Kings,Monu Kumar
11,Chennai Super Kings,Lungi Ngidi
11,Chennai Super Kings,Suresh Raina
11,Chennai Super Kings,Ambati Rayudu
11,Chennai Super Kings,Kanishk Seth
11,Chennai Super Kings,Karn Sharma
11,Chennai Super Kings,Dhruv Shorey
11,Chennai Super Kings,Shardul Thakur
11,Chennai Super Kings,Murali Vijay
11,Chennai Super Kings,Shane Watson
11,Chennai Super Kings,David Willey
11,Chennai Super Kings,Mark Wood
11,Chennai Super Kings,Kedar Jadhav
11,Chennai Super Kings,Mitchell Santner
11,Delhi Daredevils,Shreyas Iyer
11,Delhi Daredevils,Abhishek Sharma
11,Delhi Daredevils,Avesh Khan
11,Delhi Daredevils,Trent Boult
11,Delhi Daredevils,Dan Christian
11,Delhi Daredevils,Junior Dala
11,Delhi Daredevils,Gautam Gambhir
11,Delhi Daredevils,Sayan Ghosh
11,Delhi Daredevils,Gurkeerat Singh Mann
11,Delhi Daredevils,Sandeep Lamichhane
11,Delhi Daredevils,Manjot Kalra
11,Delhi Daredevils,Glenn Maxwell
11,Delhi Daredevils,Amit Mishra
11,Delhi Daredevils,Mohammed Shami
11,Delhi Daredevils,Colin Munro
11,Delhi Daredevils,Shahbaz Nadeem
11,Delhi Daredevils,Naman Ojha
11,Delhi Daredevils,Rishabh Pant
11,Delhi Daredevils,Harshal Patel
11,Delhi Daredevils,Liam Plunkett
11,Delhi Daredevils,Jason Roy
11,Delhi Daredevils,Vijay Shankar
11,Delhi Daredevils,Prithvi Shaw
11,Delhi Daredevils,Rahul Tewatia
11,Delhi Daredevils,Jayant Yadav
11,Delhi Daredevils,Chris Morris
11,Delhi Daredevils,Kagiso Rabada
11,Kings XI Punjab,Ravichandran Ashwin
11,Kings XI Punjab,Akshdeep Nath
11,Kings XI Punjab,Mayank Agarwal
11,Kings XI Punjab,Mayank Dagar
11,Kings XI Punjab,Ben Dwarshuis
11,Kings XI Punjab,Aaron Finch
11,Kings XI Punjab,Chris Gayle
11,Kings XI Punjab,Manzoor Dar
11,Kings XI Punjab,David Miller
11,Kings XI Punjab,Mujeeb Ur Rahman
11,Kings XI Punjab,Karun Nair
11,Kings XI Punjab,Axar Patel
11,Kings XI Punjab,KL Rahul
11,Kings XI Punjab,Ankit Rajpoot
11,Kings XI Punjab,Pardeep Sahu
11,Kings XI Punjab,Mohit Sharma
11,Kings XI Punjab,Barinder Sran
11,Kings XI Punjab,Marcus Stoinis
11,Kings XI Punjab,Manoj Tiwary
11,Kings XI Punjab,Andrew Tye
11,Kings XI Punjab,Yuvraj Singh
11,Kolkata Knight Riders,Dinesh Karthik
11,Kolkata Knight Riders,Piyush Chawla
11,Kolkata Knight Riders,Tom Curran
11,Kolkata Knight Riders,Cameron Delport
11,Kolkata Knight Riders,Ishank Jaggi
11,Kolkata Knight Riders,Mitchell Johnson
11,Kolkata Knight Riders,Kuldeep Yadav
11,Kolkata Knight Riders,Chris Lynn
11,Kolkata Knight Riders,Sunil Narine
11,Kolkata Knight Riders,Prasidh Krishna
11,Kolkata Knight Riders,Nitish Rana
11,Kolkata Knight Riders,Andre Russell
11,Kolkata Knight Riders,Javon Searles
11,Kolkata Knight Riders,Shivam Mavi
11,Kolkata Knight Riders,Shubman Gill
11,Kolkata Knight Riders,Rinku Singh
11,Kolkata Knight Riders,Robin Uthappa
11,Kolkata Knight Riders,Vinay Kumar
11,Kolkata Knight Riders,Apoorv Wankhade
11,Kolkata Knight Riders,Kamlesh Nagarkoti
11,Kolkata Knight Riders,Mitchell Starc
11,Mumbai Indians,Rohit Sharma
11,Mumbai Indians,Jasprit Bumrah
11,Mumbai Indians,Rahul Chahar
11,Mumbai Indians,Ben Cutting
11,Mumbai Indians,Akila Dananjaya
11,Mumbai Indians,Jean-Paul Duminy
11,Mumbai Indians,Ishan Kishan
11,Mumbai Indians,Siddhesh Lad
11,Mumbai Indians,Evin Lewis
11,Mumbai Indians,Sharad Lumba
11,Mumbai Indians,Mitchell McClenaghan
11,Mumbai Indians,Mayank Markande
11,Mumbai Indians,Adam Milne
11,Mumbai Indians,Mohsin Khan
11,Mumbai Indians,Mustafizur Rahman
11,Mumbai Indians,MD Nidheesh
11,Mumbai Indians,Hardik Pandya
11,Mumbai Indians,Krunal Pandya
11,Mumbai Indians,Kieron Pollard
11,Mumbai Indians,Anukul Roy
11,Mumbai Indians,Pradeep Sangwan
11,Mumbai Indians,Tajinder Singh
11,Mumbai Indians,Aditya Tare
11,Mumbai Indians,Saurabh Tiwary
11,Mumbai Indians,Suryakumar Yadav
11,Mumbai Indians,Jason Behrendorff
11,Mumbai Indians,Pat Cummins
11,Rajasthan Royals,Ajinkya Rahane
11,Rajasthan Royals,Ankit Sharma
11,Rajasthan Royals,Anureet Singh
11,Rajasthan Royals,Jofra Archer
11,Rajasthan Royals,Stuart Binny
11,Rajasthan Royals,Aryaman Birla
11,Rajasthan Royals,Jos Buttler
11,Rajasthan Royals,Prashant Chopra
11,Rajasthan Royals,Shreyas Gopal
11,Rajasthan Royals,Krishnappa Gowtham
11,Rajasthan Royals,Heinrich Klaasen
11,Rajasthan Royals,Dhawal Kulkarni
11,Rajasthan Royals,Ben Laughlin
11,Rajasthan Royals,Mahipal Lomror
11,Rajasthan Royals,Sudhesan Midhun
11,Rajasthan Royals,Sanju Samson
11,Rajasthan Royals,Jatin Saxena
11,Rajasthan Royals,D'Arcy Short
11,Rajasthan Royals,Ish Sodhi
11,Rajasthan Royals,Ben Stokes
11,Rajasthan Royals,Rahul Tripathi
11,Rajasthan Royals,Jaydev Unadkat
11,Rajasthan Royals,Dushmantha Chameera
11,Rajasthan Royals,Steven Smith
11,Rajasthan Royals,Zahir Khan
11,Royal Challengers Bangalore,Virat Kohli
11,Royal Challengers Bangalore,Moeen Ali
11,Royal Challengers Bangalore,Corey Anderson
11,Royal Challengers Bangalore,Murugan Ashwin
11,Royal Challengers Bangalore,Yuzvendra Chahal
11,Royal Challengers Bangalore,Aniket Choudhary
11,Royal Challengers Bangalore,Colin de Grandhomme
11,Royal Challengers Bangalore,Quinton de Kock
11,Royal Challengers Bangalore,Pavan Deshpande
11,Royal Challengers Bangalore,AB de Villiers
11,Royal Challengers Bangalore,Aniruddha Joshi
11,Royal Challengers Bangalore,Sarfaraz Khan
11,Royal Challengers Bangalore,Kulwant Khejroliya
11,Royal Challengers Bangalore,Brendon McCullum
11,Royal Challengers Bangalore,Mandeep Singh
11,Royal Challengers Bangalore,Mohammed Siraj
11,Royal Challengers Bangalore,Pawan Negi
11,Royal Challengers Bangalore,Parthiv Patel
11,Royal Challengers Bangalore,Navdeep Saini
11,Royal Challengers Bangalore,Tim Southee
11,Royal Challengers Bangalore,Manan Vohra
11,Royal Challengers Bangalore,Washington Sundar
11,Royal Challengers Bangalore,Chris Woakes
11,Royal Challengers Bangalore,Umesh Yadav
11,Royal Challengers Bangalore,Nathan Coulter-Nile
11,Sunrisers Hyderabad,Kane Williamson
11,Sunrisers Hyderabad,Tanmay Agarwal
11,Sunrisers Hyderabad,Khaleel Ahmed
11,Sunrisers Hyderabad,Basil Thampi
11,Sunrisers Hyderabad,Ricky Bhui
11,Sunrisers Hyderabad,Bipul Sharma
11,Sunrisers Hyderabad,Carlos Brathwaite
11,Sunrisers Hyderabad,Shikhar Dhawan
11,Sunrisers Hyderabad,Shreevats Goswami
11,Sunrisers Hyderabad,Alex Hales
11,Sunrisers Hyderabad,Mehdi Hassan
11,Sunrisers Hyderabad,Deepak Hooda
11,Sunrisers Hyderabad,Chris Jordan
11,Sunrisers Hyderabad,Siddarth Kaul
11,Sunrisers Hyderabad,Bhuvneshwar Kumar
11,Sunrisers Hyderabad,Mohammad Nabi
11,Sunrisers Hyderabad,T Natarajan
11,Sunrisers Hyderabad,Manish Pandey
11,Sunrisers Hyderabad,Yusuf Pathan
11,Sunrisers Hyderabad,Rashid Khan
11,Sunrisers Hyderabad,Sachin Baby
11,Sunrisers Hyderabad,Wriddhiman Saha
11,Sunrisers Hyderabad,Sandeep Sharma
11,Sunrisers Hyderabad,Shakib Al Hasan
11,Sunrisers Hyderabad,Billy Stanlake
11,Sunrisers Hyderabad,David Warner
12,Chennai Super Kings,MS Dhoni
12,Chennai Super Kings,KM Asif
12,Chennai Super Kings,Sam Billings
12,Chennai Super Kings,Chaitanya Bishnoi
12,Chennai Super Kings,Dwayne Bravo
12,Chennai Super Kings,Deepak Chahar
12,Chennai Super Kings,Faf du Plessis
12,Chennai Super Kings,Ruturaj Gaikwad
12,Chennai Super Kings,Harbhajan Singh
12,Chennai Super Kings,Imran Tahir
12,Chennai Super Kings,Ravindra Jadeja
12,Chennai Super Kings,Kedar Jadhav
12,Chennai Super Kings,Narayan Jagadeesan
12,Chennai Super Kings,Scott Kuggeleijn
12,Chennai Super Kings,Monu Kumar
12,Chennai Super Kings,Suresh Raina
12,Chennai Super Kings,Ambati Rayudu
12,Chennai Super Kings,Mitchell Santner
12,Chennai Super Kings,Karn Sharma
12,Chennai Super Kings,Mohit Sharma
12,Chennai Super Kings,Dhruv Shorey
12,Chennai Super Kings,Shardul Thakur
12,Chennai Super Kings,Murali Vijay
12,Chennai Super Kings,Shane Watson
12,Chennai Super Kings,David Willey
12,Chennai Super Kings,Lungi Ngidi
12,Delhi Capitals,Shreyas Iyer
12,Delhi Capitals,Avesh Khan
12,Delhi Capitals,Bandaru Ayyappa
12,Delhi Capitals,Ankush Bains
12,Delhi Capitals,Trent Boult
12,Delhi Capitals,Shikhar Dhawan
12,Delhi Capitals,Colin Ingram
12,Delhi Capitals,Sandeep Lamichhane
12,Delhi Capitals,Manjot Kalra
12,Delhi Capitals,Amit Mishra
12,Delhi Capitals,Chris Morris
12,Delhi Capitals,Colin Munro
12,Delhi Capitals,Rishabh Pant
12,Delhi Capitals,Axar Patel
12,Delhi Capitals,Harshal Patel
12,Delhi Capitals,Keemo Paul
12,Delhi Capitals,Kagiso Rabada
12,Delhi Capitals,Sherfane Rutherford
12,Delhi Capitals,Jalaj Saxena
12,Delhi Capitals,Ishant Sharma
12,Delhi Capitals,Prithvi Shaw
12,Delhi Capitals,Nathu Singh
12,Delhi Capitals,Rahul Tewatia
12,Delhi Capitals,Hanuma Vihari
12,Delhi Capitals,Jayant Yadav
12,Kings XI Punjab,Ravichandran Ashwin
12,Kings XI Punjab,Mayank Agarwal
12,Kings XI Punjab,Arshdeep Singh
12,Kings XI Punjab,Murugan Ashwin
12,Kings XI Punjab,Agnivesh Ayachi
12,Kings XI Punjab,Sam Curran
12,Kings XI Punjab,Chris Gayle
12,Kings XI Punjab,Harpreet Brar
12,Kings XI Punjab,Moises Henriques
12,Kings XI Punjab,Sarfaraz Khan
12,Kings XI Punjab,Mandeep Singh
12,Kings XI Punjab,David Miller
12,Kings XI Punjab,Mohammed Shami
12,Kings XI Punjab,Mujeeb Ur Rahman
12,Kings XI Punjab,Karun Nair
12,Kings XI Punjab,Darshan Nalkande
12,Kings XI Punjab,Nicholas Pooran
12,Kings XI Punjab,Prabhsimran Singh
12,Kings XI Punjab,KL Rahul
12,Kings XI Punjab,Ankit Rajpoot
12,Kings XI Punjab,Andrew Tye
12,Kings XI Punjab,Varun Chakravarthy
12,Kings XI Punjab,Hardus Viljoen
12,Kolkata Knight Riders,Dinesh Karthik
12,Kolkata Knight Riders,Carlos Brathwaite
12,Kolkata Knight Riders,KC Cariappa
12,Kolkata Knight Riders,Piyush Chawla
12,Kolkata Knight Riders,Joe Denly
12,Kolkata Knight Riders,Lockie Ferguson
12,Kolkata Knight Riders,Harry Gurney
12,Kolkata Knight Riders,Kuldeep Yadav
12,Kolkata Knight Riders,Chris Lynn
12,Kolkata Knight Riders,Shrikant Mundhe
12,Kolkata Knight Riders,Nikhil Naik
12,Kolkata Knight Riders,Sunil Narine
12,Kolkata Knight Riders,Prasidh Krishna
12,Kolkata Knight Riders,Prithvi Raj
12,Kolkata Knight Riders,Nitish Rana
12,Kolkata Knight Riders,Andre Russell
12,Kolkata Knight Riders,Sandeep Warrier
12,Kolkata Knight Riders,Shubman Gill
12,Kolkata Knight Riders,Rinku Singh
12,Kolkata Knight Riders,Robin Uthappa
12,Kolkata Knight Riders,Kamlesh Nagarkoti
12,Kolkata Knight Riders,Anrich Nortje
12,Kolkata Knight Riders,Shivam Mavi
12,Mumbai Indians,Rohit Sharma
12,Mumbai Indians,Anmolpreet Singh
12,Mumbai Indians,Jason Behrendorff
12,Mumbai Indians,Jasprit Bumrah
12,Mumbai Indians,Rahul Chahar
12,Mumbai Indians,Ben Cutting
12,Mumbai Indians,Quinton de Kock
12,Mumbai Indians,Beuran Hendricks
12,Mumbai Indians,Ishan Kishan
12,Mumbai Indians,Pankaj Jaswal
12,Mumbai Indians,Siddhesh Lad
12,Mumbai Indians,Evin Lewis
12,Mumbai Indians,Mitchell McClenaghan
12,Mumbai Indians,Lasith Malinga
12,Mumbai Indians,Mayank Markande
12,Mumbai Indians,Hardik Pandya
12,Mumbai Indians,Krunal Pandya
12,Mumbai Indians,Kieron Pollard
12,Mumbai Indians,Rasikh Salam
12,Mumbai Indians,Anukul Roy
