Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points,Teams,Opponent_Team,Match_Location,Toss_Winner,Choose_to
Dwayne Bravo,3,0,31,2,10.33,8,3,2,1,0,1,392197,2,50,Mumbai Indians,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Mumbai Indians,bat
Harbhajan Singh,2,0,15,0,7.5,4,2,0,0,0,1,392197,2,0,Mumbai Indians,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Mumbai Indians,bat
Abhishek Nayar,3,0,13,3,4.33,8,1,0,0,0,1,392197,2,85,Mumbai Indians,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Mumbai Indians,bat
Sachin Tendulkar,2,0,11,0,5.5,1,0,0,0,0,1,392197,2,0,Mumbai Indians,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Mumbai Indians,bat
Dimitri Mascarenhas,4,0,28,2,7,11,3,1,0,0,2,392198,2,50,Rajasthan Royals,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,bat
Kamran Khan,4,0,35,1,8.75,8,5,0,1,0,2,392198,2,25,Rajasthan Royals,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,bat
Munaf Patel,4,1,14,2,3.5,14,1,0,0,1,2,392198,2,68,Rajasthan Royals,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,bat
Shane Warne,4,0,32,2,8,8,3,1,0,0,2,392198,2,50,Rajasthan Royals,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,bat
Ravindra Jadeja,2,0,17,0,8.5,2,2,0,0,0,2,392198,2,0,Rajasthan Royals,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,bat
Yusuf Pathan,2,0,14,0,7,4,0,1,0,0,2,392198,2,0,Rajasthan Royals,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,bat
Dirk Nannes,3.3,0,23,0,6.57,13,4,0,2,0,1,392198,2,0,Delhi Capitals,Rajasthan Royals,"SuperSport Park, Centurion",Delhi Capitals,bat
Ashish Nehra,4,0,23,1,5.75,15,1,2,1,0,1,392198,2,25,Delhi Capitals,Rajasthan Royals,"SuperSport Park, Centurion",Delhi Capitals,bat
Pradeep Sangwan,4,0,28,0,7,9,2,1,2,0,1,392198,2,0,Delhi Capitals,Rajasthan Royals,"SuperSport Park, Centurion",Delhi Capitals,bat
Amit Mishra,4,0,34,3,8.5,9,3,1,0,1,1,392198,2,79,Delhi Capitals,Rajasthan Royals,"SuperSport Park, Centurion",Delhi Capitals,bat
Tillakaratne Dilshan,1,0,4,0,4,2,0,0,0,0,1,392198,2,0,Delhi Capitals,Rajasthan Royals,"SuperSport Park, Centurion",Delhi Capitals,bat
Daniel Vettori,2,0,32,0,16,1,1,3,0,0,1,392198,2,-6,Delhi Capitals,Rajasthan Royals,"SuperSport Park, Centurion",Delhi Capitals,bat
Kevin Pietersen,4,0,24,1,6,10,1,0,2,0,2,392199,2,25,Royal Challengers Bangalore,Kolkata Knight Riders,"Kingsmead, Durban",Kolkata Knight Riders,bat
Roelof van der Merwe,4,0,28,1,7,6,2,0,0,0,2,392199,2,25,Royal Challengers Bangalore,Kolkata Knight Riders,"Kingsmead, Durban",Kolkata Knight Riders,bat
Pankaj Singh,1,0,14,0,14,3,2,1,0,0,2,392199,2,0,Royal Challengers Bangalore,Kolkata Knight Riders,"Kingsmead, Durban",Kolkata Knight Riders,bat
Praveen Kumar,4,0,25,1,6.25,10,3,0,1,0,2,392199,2,25,Royal Challengers Bangalore,Kolkata Knight Riders,"Kingsmead, Durban",Kolkata Knight Riders,bat
Anil Kumble,4,0,16,2,4,13,1,0,0,0,2,392199,2,56,Royal Challengers Bangalore,Kolkata Knight Riders,"Kingsmead, Durban",Kolkata Knight Riders,bat
KP Appanna,3,0,30,1,10,3,3,1,0,0,2,392199,2,25,Royal Challengers Bangalore,Kolkata Knight Riders,"Kingsmead, Durban",Kolkata Knight Riders,bat
Ishant Sharma,4,0,15,2,3.75,15,1,0,1,0,1,392199,2,56,Kolkata Knight Riders,Royal Challengers Bangalore,"Kingsmead, Durban",Kolkata Knight Riders,bat
Ajit Agarkar,2,0,23,0,11.5,3,3,0,4,0,1,392199,2,0,Kolkata Knight Riders,Royal Challengers Bangalore,"Kingsmead, Durban",Kolkata Knight Riders,bat
Murali Kartik,4,0,26,0,6.5,10,3,0,1,0,1,392199,2,0,Kolkata Knight Riders,Royal Challengers Bangalore,"Kingsmead, Durban",Kolkata Knight Riders,bat
Chris Gayle,3.5,0,31,0,8.09,8,3,1,0,0,1,392199,2,0,Kolkata Knight Riders,Royal Challengers Bangalore,"Kingsmead, Durban",Kolkata Knight Riders,bat
Brad Hodge,4,0,29,3,7.25,7,0,2,0,0,1,392199,2,79,Kolkata Knight Riders,Royal Challengers Bangalore,"Kingsmead, Durban",Kolkata Knight Riders,bat
Sourav Ganguly,2,0,17,0,8.5,2,2,0,0,0,1,392199,2,0,Kolkata Knight Riders,Royal Challengers Bangalore,"Kingsmead, Durban",Kolkata Knight Riders,bat
Zaheer Khan,4,0,19,1,4.75,8,0,0,1,0,2,392200,2,31,Mumbai Indians,Punjab Kings,"Kingsmead, Durban",Punjab Kings,bat
Lasith Malinga,4,0,12,2,3,13,0,0,1,0,2,392200,2,56,Mumbai Indians,Punjab Kings,"Kingsmead, Durban",Punjab Kings,bat
Harbhajan Singh,4,0,23,1,5.75,9,1,1,0,0,2,392200,2,25,Mumbai Indians,Punjab Kings,"Kingsmead, Durban",Punjab Kings,bat
Dwayne Bravo,3,0,24,1,8,7,3,0,2,0,2,392200,2,25,Mumbai Indians,Punjab Kings,"Kingsmead, Durban",Punjab Kings,bat
Jean-Paul Duminy,3,0,23,1,7.67,6,0,1,1,0,2,392200,2,25,Mumbai Indians,Punjab Kings,"Kingsmead, Durban",Punjab Kings,bat
Sachin Tendulkar,1,0,7,0,7,1,0,0,1,0,2,392200,2,0,Mumbai Indians,Punjab Kings,"Kingsmead, Durban",Punjab Kings,bat
Sanath Jayasuriya,1,0,5,1,5,1,0,0,0,0,2,392200,2,25,Mumbai Indians,Punjab Kings,"Kingsmead, Durban",Punjab Kings,bat
Irfan Pathan,4,0,20,2,5,10,1,0,2,0,1,392200,2,50,Punjab Kings,Mumbai Indians,"Kingsmead, Durban",Punjab Kings,bat
Vikramjeet Malik,2,0,12,1,6,7,2,0,0,1,1,392200,2,25,Punjab Kings,Mumbai Indians,"Kingsmead, Durban",Punjab Kings,bat
Ramesh Powar,4,0,23,1,5.75,11,1,0,1,0,1,392200,2,25,Punjab Kings,Mumbai Indians,"Kingsmead, Durban",Punjab Kings,bat
Yusuf Abdulla,4,0,19,2,4.75,16,1,0,3,0,1,392200,2,56,Punjab Kings,Mumbai Indians,"Kingsmead, Durban",Punjab Kings,bat
Piyush Chawla,3,0,26,1,8.67,3,1,1,0,0,1,392200,2,25,Punjab Kings,Mumbai Indians,"Kingsmead, Durban",Punjab Kings,bat
Karan Goel,2,0,11,0,5.5,5,1,0,1,0,1,392200,2,0,Punjab Kings,Mumbai Indians,"Kingsmead, Durban",Punjab Kings,bat
Wilkin Mota,1,0,3,0,3,4,0,0,0,0,1,392200,2,0,Punjab Kings,Mumbai Indians,"Kingsmead, Durban",Punjab Kings,bat
Dirk Nannes,4,0,16,2,4,18,3,0,0,0,2,392201,2,56,Delhi Capitals,Deccan Chargers,"SuperSport Park, Centurion",Delhi Capitals,field
Ashish Nehra,4,0,30,2,7.5,7,3,0,0,1,2,392201,2,50,Delhi Capitals,Deccan Chargers,"SuperSport Park, Centurion",Delhi Capitals,field
Pradeep Sangwan,4,0,24,1,6,10,2,0,0,0,2,392201,2,25,Delhi Capitals,Deccan Chargers,"SuperSport Park, Centurion",Delhi Capitals,field
Amit Mishra,4,0,32,1,8,7,1,2,0,0,2,392201,2,25,Delhi Capitals,Deccan Chargers,"SuperSport Park, Centurion",Delhi Capitals,field
Daniel Vettori,3,0,23,1,7.67,7,3,0,2,0,2,392201,2,25,Delhi Capitals,Deccan Chargers,"SuperSport Park, Centurion",Delhi Capitals,field
Tillakaratne Dilshan,1,0,15,0,15,1,1,1,0,0,2,392201,2,0,Delhi Capitals,Deccan Chargers,"SuperSport Park, Centurion",Delhi Capitals,field
Fidel Edwards,3.4,0,44,0,12,7,6,1,3,1,1,392201,2,-6,Deccan Chargers,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,field
RP Singh,3,0,20,1,6.67,11,3,0,2,0,1,392201,2,25,Deccan Chargers,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,field
Shoaib Ahmed,4,0,20,2,5,14,3,0,0,0,1,392201,2,50,Deccan Chargers,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,field
Pragyan Ojha,4,0,24,1,6,7,1,0,1,0,1,392201,2,25,Deccan Chargers,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,field
Rohit Sharma,1,0,10,0,10,1,0,1,0,0,1,392201,2,0,Deccan Chargers,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,field
Dwayne Smith,1,0,8,0,8,4,0,1,0,0,1,392201,2,0,Deccan Chargers,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,field
Venugopal Rao,2,0,20,0,10,5,2,1,1,0,1,392201,2,0,Deccan Chargers,Delhi Capitals,"SuperSport Park, Centurion",Delhi Capitals,field
Dimitri Mascarenhas,3.2,0,26,0,7.8,10,2,1,0,0,2,392202,2,0,Rajasthan Royals,Chennai Super Kings,"SuperSport Park, Centurion",Rajasthan Royals,field
Yusuf Pathan,3,0,17,2,5.67,9,1,1,0,0,2,392202,2,50,Rajasthan Royals,Chennai Super Kings,"SuperSport Park, Centurion",Rajasthan Royals,field
Kamran Khan,2.4,0,35,0,13.13,4,2,3,0,1,2,392202,2,-6,Rajasthan Royals,Chennai Super Kings,"SuperSport Park, Centurion",Rajasthan Royals,field
Munaf Patel,4,0,25,2,6.25,10,2,1,0,0,2,392202,2,50,Rajasthan Royals,Chennai Super Kings,"SuperSport Park, Centurion",Rajasthan Royals,field
Siddharth Trivedi,3,0,35,0,11.67,3,5,0,1,0,2,392202,2,0,Rajasthan Royals,Chennai Super Kings,"SuperSport Park, Centurion",Rajasthan Royals,field
Shane Warne,4,0,24,1,6,11,3,0,1,0,2,392202,2,25,Rajasthan Royals,Chennai Super Kings,"SuperSport Park, Centurion",Rajasthan Royals,field
Sudeep Tyagi,2,0,8,0,4,8,1,0,1,0,1,392202,2,6,Chennai Super Kings,Rajasthan Royals,"SuperSport Park, Centurion",Rajasthan Royals,field
Albie Morkel,4,0,21,2,5.25,10,2,0,0,0,1,392202,2,50,Chennai Super Kings,Rajasthan Royals,"SuperSport Park, Centurion",Rajasthan Royals,field
Jacob Oram,4,0,27,2,6.75,8,2,1,0,0,1,392202,2,50,Chennai Super Kings,Rajasthan Royals,"SuperSport Park, Centurion",Rajasthan Royals,field
Muttiah Muralitharan,4,0,33,0,8.25,9,3,1,1,0,1,392202,2,0,Chennai Super Kings,Rajasthan Royals,"SuperSport Park, Centurion",Rajasthan Royals,field
Suresh Raina,2,0,11,1,5.5,5,1,0,0,0,1,392202,2,25,Chennai Super Kings,Rajasthan Royals,"SuperSport Park, Centurion",Rajasthan Royals,field
Lakshmipathy Balaji,3.3,0,21,4,6,9,2,0,1,0,1,392202,2,108,Chennai Super Kings,Rajasthan Royals,"SuperSport Park, Centurion",Rajasthan Royals,field
Ishant Sharma,4,0,24,1,6,11,2,0,2,1,2,392203,2,25,Kolkata Knight Riders,Mumbai Indians,"Buffalo Park, East London",Mumbai Indians,bat
Ashok Dinda,3,0,27,1,9,6,1,2,1,0,2,392203,2,25,Kolkata Knight Riders,Mumbai Indians,"Buffalo Park, East London",Mumbai Indians,bat
Laxmi Shukla,3,0,25,0,8.33,7,1,2,0,0,2,392203,2,0,Kolkata Knight Riders,Mumbai Indians,"Buffalo Park, East London",Mumbai Indians,bat
Murali Kartik,3,0,20,1,6.67,8,1,1,0,0,2,392203,2,25,Kolkata Knight Riders,Mumbai Indians,"Buffalo Park, East London",Mumbai Indians,bat
Ajit Agarkar,1,0,12,1,12,3,1,1,1,0,2,392203,2,25,Kolkata Knight Riders,Mumbai Indians,"Buffalo Park, East London",Mumbai Indians,bat
Chris Gayle,4,0,21,1,5.25,10,1,0,1,0,2,392203,2,25,Kolkata Knight Riders,Mumbai Indians,"Buffalo Park, East London",Mumbai Indians,bat
Brad Hodge,2,0,13,1,6.5,2,1,0,0,0,2,392203,2,25,Kolkata Knight Riders,Mumbai Indians,"Buffalo Park, East London",Mumbai Indians,bat
Zaheer Khan,4,0,31,3,7.75,10,3,1,1,1,1,392203,2,79,Mumbai Indians,Kolkata Knight Riders,"Buffalo Park, East London",Mumbai Indians,bat
Graham Napier,4,0,27,1,6.75,9,2,1,0,0,1,392203,2,25,Mumbai Indians,Kolkata Knight Riders,"Buffalo Park, East London",Mumbai Indians,bat
Harbhajan Singh,4,0,24,0,6,12,3,0,0,0,1,392203,2,0,Mumbai Indians,Kolkata Knight Riders,"Buffalo Park, East London",Mumbai Indians,bat
Lasith Malinga,4,0,23,0,5.75,8,1,0,2,0,1,392203,2,0,Mumbai Indians,Kolkata Knight Riders,"Buffalo Park, East London",Mumbai Indians,bat
Sanath Jayasuriya,1,0,13,0,13,0,0,1,2,0,1,392203,2,0,Mumbai Indians,Kolkata Knight Riders,"Buffalo Park, East London",Mumbai Indians,bat
Abhishek Nayar,3,0,20,1,6.67,5,1,0,1,0,1,392203,2,25,Mumbai Indians,Kolkata Knight Riders,"Buffalo Park, East London",Mumbai Indians,bat
Irfan Pathan,4,0,19,2,4.75,14,1,1,0,0,2,392204,2,56,Punjab Kings,Royal Challengers Bangalore,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Vikramjeet Malik,3,0,29,0,9.67,5,2,1,1,0,2,392204,2,0,Punjab Kings,Royal Challengers Bangalore,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Yusuf Abdulla,4,1,36,4,9,13,4,2,1,0,2,392204,2,120,Punjab Kings,Royal Challengers Bangalore,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Ramesh Powar,1,0,8,0,8,1,1,0,0,0,2,392204,2,0,Punjab Kings,Royal Challengers Bangalore,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Piyush Chawla,4,0,29,0,7.25,8,2,1,1,0,2,392204,2,0,Punjab Kings,Royal Challengers Bangalore,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Yuvraj Singh,4,0,22,3,5.5,13,3,0,1,0,2,392204,2,79,Punjab Kings,Royal Challengers Bangalore,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Praveen Kumar,4,0,27,2,6.75,13,4,0,2,0,1,392204,2,50,Royal Challengers Bangalore,Punjab Kings,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Jacques Kallis,3,0,19,0,6.33,8,2,0,0,0,1,392204,2,0,Royal Challengers Bangalore,Punjab Kings,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Jesse Ryder,4,0,24,0,6,13,2,1,0,0,1,392204,2,0,Royal Challengers Bangalore,Punjab Kings,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Roelof van der Merwe,3,0,22,2,7.33,9,2,1,1,0,1,392204,2,50,Royal Challengers Bangalore,Punjab Kings,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Anil Kumble,4,0,25,2,6.25,12,0,2,0,0,1,392204,2,50,Royal Challengers Bangalore,Punjab Kings,"Kingsmead, Durban",Royal Challengers Bangalore,bat
KP Appanna,2,0,10,0,5,5,1,0,0,0,1,392204,2,0,Royal Challengers Bangalore,Punjab Kings,"Kingsmead, Durban",Royal Challengers Bangalore,bat
Yusuf Pathan,4,0,19,1,4.75,15,3,0,0,0,2,392205,2,31,Rajasthan Royals,Deccan Chargers,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Munaf Patel,2,0,23,0,11.5,6,2,2,0,0,2,392205,2,0,Rajasthan Royals,Deccan Chargers,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Ravindra Jadeja,4,0,22,1,5.5,9,1,0,3,0,2,392205,2,25,Rajasthan Royals,Deccan Chargers,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Shane Harwood,4,0,25,2,6.25,13,3,0,0,0,2,392205,2,50,Rajasthan Royals,Deccan Chargers,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Shane Warne,3,0,29,0,9.67,5,1,2,1,0,2,392205,2,0,Rajasthan Royals,Deccan Chargers,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Abhishek Raut,1,0,7,0,7,2,1,0,0,0,2,392205,2,0,Rajasthan Royals,Deccan Chargers,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Siddharth Trivedi,2,0,13,1,6.5,4,0,1,0,0,2,392205,2,25,Rajasthan Royals,Deccan Chargers,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Fidel Edwards,3.4,0,17,1,4.64,14,2,0,1,0,1,392205,2,31,Deccan Chargers,Rajasthan Royals,"St George's Park, Port Elizabeth",Deccan Chargers,bat
RP Singh,4,1,18,2,4.5,15,2,0,0,1,1,392205,2,68,Deccan Chargers,Rajasthan Royals,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Dwayne Smith,2,0,21,0,10.5,4,4,0,0,0,1,392205,2,0,Deccan Chargers,Rajasthan Royals,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Rohit Sharma,2,0,14,0,7,3,1,0,1,0,1,392205,2,0,Deccan Chargers,Rajasthan Royals,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Pragyan Ojha,4,0,27,1,6.75,9,2,1,1,0,1,392205,2,25,Deccan Chargers,Rajasthan Royals,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Venugopal Rao,2,0,23,2,11.5,4,1,2,0,0,1,392205,2,50,Deccan Chargers,Rajasthan Royals,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Shoaib Ahmed,2,0,19,0,9.5,3,0,2,0,0,1,392205,2,0,Deccan Chargers,Rajasthan Royals,"St George's Park, Port Elizabeth",Deccan Chargers,bat
Dirk Nannes,4,0,27,3,6.75,12,4,0,2,0,2,392206,2,79,Delhi Capitals,Chennai Super Kings,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Ashish Nehra,4,0,27,3,6.75,11,2,1,2,0,2,392206,2,79,Delhi Capitals,Chennai Super Kings,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Pradeep Sangwan,3,0,41,1,13.67,5,5,2,1,0,2,392206,2,19,Delhi Capitals,Chennai Super Kings,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Tillakaratne Dilshan,3,0,23,0,7.67,4,1,1,0,0,2,392206,2,0,Delhi Capitals,Chennai Super Kings,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Amit Mishra,3,0,24,0,8,6,2,1,0,0,2,392206,2,0,Delhi Capitals,Chennai Super Kings,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Rajat Bhatia,3,0,17,2,5.67,7,1,0,0,0,2,392206,2,50,Delhi Capitals,Chennai Super Kings,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Albie Morkel,4,0,32,1,8,10,5,0,0,0,1,392206,2,25,Chennai Super Kings,Delhi Capitals,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Sudeep Tyagi,3,0,18,2,6,11,1,1,0,1,1,392206,2,50,Chennai Super Kings,Delhi Capitals,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Shadab Jakati,4,0,24,4,6,12,3,0,0,0,1,392206,2,108,Chennai Super Kings,Delhi Capitals,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Muttiah Muralitharan,4,0,22,1,5.5,10,2,0,0,0,1,392206,2,25,Chennai Super Kings,Delhi Capitals,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Suresh Raina,1,0,7,0,7,3,1,0,0,0,1,392206,2,0,Chennai Super Kings,Delhi Capitals,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Lakshmipathy Balaji,3,0,26,0,8.67,6,3,1,0,0,1,392206,2,0,Chennai Super Kings,Delhi Capitals,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Jacob Oram,1,0,14,0,14,2,0,2,0,0,1,392206,2,0,Chennai Super Kings,Delhi Capitals,"The Wanderers Stadium, Johannesburg",Delhi Capitals,field
Ramesh Powar,2,0,8,0,4,6,0,0,1,0,2,392207,2,6,Punjab Kings,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Irfan Pathan,4,0,37,0,9.25,10,5,1,1,0,2,392207,2,0,Punjab Kings,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Yusuf Abdulla,4,0,33,1,8.25,9,4,1,0,0,2,392207,2,25,Punjab Kings,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Vikramjeet Malik,4,0,23,0,5.75,10,2,0,0,0,2,392207,2,0,Punjab Kings,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Piyush Chawla,4,0,27,2,6.75,12,2,1,1,0,2,392207,2,50,Punjab Kings,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Yuvraj Singh,2,0,22,0,11,2,3,0,0,0,2,392207,2,0,Punjab Kings,Kolkata Knight Riders,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Ishant Sharma,4,0,27,2,6.75,10,4,0,0,0,1,392207,2,50,Kolkata Knight Riders,Punjab Kings,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Ashok Dinda,2,0,26,0,13,4,0,3,2,0,1,392207,2,-6,Kolkata Knight Riders,Punjab Kings,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Chris Gayle,3,0,20,0,6.67,7,1,1,0,0,1,392207,2,0,Kolkata Knight Riders,Punjab Kings,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Ajit Agarkar,4,0,29,1,7.25,8,4,0,0,0,1,392207,2,25,Kolkata Knight Riders,Punjab Kings,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Laxmi Shukla,1,0,8,0,8,3,1,0,1,0,1,392207,2,0,Kolkata Knight Riders,Punjab Kings,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Sourav Ganguly,1,0,9,0,9,1,1,0,0,0,1,392207,2,0,Kolkata Knight Riders,Punjab Kings,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Brad Hodge,2,0,13,1,6.5,4,1,0,1,0,1,392207,2,25,Kolkata Knight Riders,Punjab Kings,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Murali Kartik,3,0,20,0,6.67,6,1,0,2,0,1,392207,2,0,Kolkata Knight Riders,Punjab Kings,"St George's Park, Port Elizabeth",Kolkata Knight Riders,bat
Praveen Kumar,3,1,15,0,5,10,2,0,0,0,2,392208,2,12,Royal Challengers Bangalore,Mumbai Indians,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Jacques Kallis,4,0,23,0,5.75,11,2,0,1,0,2,392208,2,0,Royal Challengers Bangalore,Mumbai Indians,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Dillon du Preez,4,1,32,3,8,12,3,1,0,1,2,392208,2,91,Royal Challengers Bangalore,Mumbai Indians,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Vinay Kumar,4,0,32,0,8,7,4,0,0,0,2,392208,2,0,Royal Challengers Bangalore,Mumbai Indians,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Anil Kumble,2,0,18,0,9,3,2,0,0,0,2,392208,2,0,Royal Challengers Bangalore,Mumbai Indians,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Roelof van der Merwe,3,0,27,1,9,6,0,2,0,0,2,392208,2,25,Royal Challengers Bangalore,Mumbai Indians,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Zaheer Khan,2,0,12,1,6,9,2,0,2,0,1,392208,2,25,Mumbai Indians,Royal Challengers Bangalore,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Dwayne Bravo,3,0,32,0,10.67,4,3,1,1,0,1,392208,2,0,Mumbai Indians,Royal Challengers Bangalore,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Lasith Malinga,3.1,1,24,0,7.58,10,1,2,0,0,1,392208,2,12,Mumbai Indians,Royal Challengers Bangalore,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Abhishek Nayar,4,0,26,0,6.5,11,2,0,4,0,1,392208,2,0,Mumbai Indians,Royal Challengers Bangalore,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Harbhajan Singh,2,0,14,0,7,5,2,0,0,0,1,392208,2,0,Mumbai Indians,Royal Challengers Bangalore,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Sachin Tendulkar,2,0,21,0,10.5,2,3,0,0,0,1,392208,2,0,Mumbai Indians,Royal Challengers Bangalore,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Sanath Jayasuriya,2,0,20,0,10,3,1,1,0,0,1,392208,2,0,Mumbai Indians,Royal Challengers Bangalore,"The Wanderers Stadium, Johannesburg",Mumbai Indians,bat
Ryan Harris,4,0,39,0,9.75,7,7,0,0,0,2,392209,2,0,Deccan Chargers,Chennai Super Kings,"Buffalo Park, East London",Chennai Super Kings,bat
RP Singh,4,0,36,1,9,9,4,1,2,0,2,392209,2,25,Deccan Chargers,Chennai Super Kings,"Buffalo Park, East London",Chennai Super Kings,bat
Dwayne Smith,2,0,21,0,10.5,4,0,2,1,0,2,392209,2,0,Deccan Chargers,Chennai Super Kings,"Buffalo Park, East London",Chennai Super Kings,bat
Rohit Sharma,1,0,8,0,8,3,0,1,0,0,2,392209,2,0,Deccan Chargers,Chennai Super Kings,"Buffalo Park, East London",Chennai Super Kings,bat
Shoaib Ahmed,2,0,14,1,7,4,2,0,0,0,2,392209,2,25,Deccan Chargers,Chennai Super Kings,"Buffalo Park, East London",Chennai Super Kings,bat
Pragyan Ojha,4,0,26,0,6.5,7,0,1,1,0,2,392209,2,0,Deccan Chargers,Chennai Super Kings,"Buffalo Park, East London",Chennai Super Kings,bat
Tirumalasetti Suman,3,0,29,1,9.67,3,1,2,0,0,2,392209,2,25,Deccan Chargers,Chennai Super Kings,"Buffalo Park, East London",Chennai Super Kings,bat
Albie Morkel,3,1,24,2,8,11,1,2,0,1,1,392209,2,62,Chennai Super Kings,Deccan Chargers,"Buffalo Park, East London",Chennai Super Kings,bat
Sudeep Tyagi,2,0,9,1,4.5,9,0,1,1,0,1,392209,2,31,Chennai Super Kings,Deccan Chargers,"Buffalo Park, East London",Chennai Super Kings,bat
Lakshmipathy Balaji,1,0,18,0,18,1,1,2,0,0,1,392209,2,0,Chennai Super Kings,Deccan Chargers,"Buffalo Park, East London",Chennai Super Kings,bat
Shadab Jakati,4,0,22,4,5.5,10,1,1,0,0,1,392209,2,108,Chennai Super Kings,Deccan Chargers,"Buffalo Park, East London",Chennai Super Kings,bat
Muttiah Muralitharan,3,0,11,2,3.67,11,1,0,1,0,1,392209,2,56,Chennai Super Kings,Deccan Chargers,"Buffalo Park, East London",Chennai Super Kings,bat
Suresh Raina,1.4,0,12,1,7.2,5,2,0,0,0,1,392209,2,25,Chennai Super Kings,Deccan Chargers,"Buffalo Park, East London",Chennai Super Kings,bat
Ramesh Powar,3,0,33,1,11,7,2,3,0,0,2,392210,2,25,Punjab Kings,Rajasthan Royals,"Kingsmead, Durban",Punjab Kings,field
