,Player,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points,Teams,Opponent_Team,Toss_Winner,Choose_to,Match_Location
1616,Tirumalasetti Suman,run out (Agarkar/Hodge),31,24,3,1,129.17,2,392228,2,36,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1617,Andrew Symonds,run out (Mashrafe Mortaza),18,13,0,1,138.46,2,392228,2,20,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1618,Rohit Sharma,not out,32,13,3,2,246.15,2,392228,2,45,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1619,Venugopal Rao,not out,7,7,0,0,100,2,392228,2,7,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1620,Sunny Sohal,c Sharma b Singh,9,12,0,1,75,1,392229,2,11,Punjab Kings,Deccan Chargers,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1621,Simon Katich,c Ojha b Symonds,11,10,2,0,110,1,392229,2,13,Punjab Kings,Deccan Chargers,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1622,Luke Pomersbach,run out (Gibbs/†Gilchrist),1,2,0,0,50,1,392229,2,1,Punjab Kings,Deccan Chargers,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1623,Yuvraj Singh,b Venugopal Rao,20,18,2,1,111.11,1,392229,2,24,Punjab Kings,Deccan Chargers,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1624,Kumar Sangakkara,c Harris b Singh,56,43,4,1,130.23,1,392229,2,62,Punjab Kings,Deccan Chargers,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1625,Wilkin Mota,c Harris b Suman,12,19,0,0,63.16,1,392229,2,12,Punjab Kings,Deccan Chargers,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1626,Irfan Pathan,c Gibbs b Singh,17,11,2,0,154.55,1,392229,2,19,Punjab Kings,Deccan Chargers,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1627,Brett Lee,not out,0,5,0,0,0,1,392229,2,-2,Punjab Kings,Deccan Chargers,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1628,Piyush Chawla,not out,1,1,0,0,100,1,392229,2,1,Punjab Kings,Deccan Chargers,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1629,Adam Gilchrist,st †Sangakkara b Powar,23,13,4,1,176.92,2,392229,2,35,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1630,Herschelle Gibbs,c Chawla b Yuvraj Singh,26,37,3,0,70.27,2,392229,2,29,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1631,Tirumalasetti Suman,b Powar,0,1,0,0,0,2,392229,2,-2,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1632,Andrew Symonds,st †Sangakkara b Yuvraj Singh,25,25,1,0,100,2,392229,2,26,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1633,Rohit Sharma,b Pathan,42,26,3,3,161.54,2,392229,2,51,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1634,Venugopal Rao,b Yuvraj Singh,0,1,0,0,0,2,392229,2,-2,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1635,Dwaraka Ravi Teja,run out (†Sangakkara/Lee),10,15,1,0,66.67,2,392229,2,11,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1636,Ryan Harris,not out,2,2,0,0,100,2,392229,2,2,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1637,RP Singh,c & b Pathan,0,2,0,0,0,2,392229,2,-2,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1638,Jaskaran Singh,not out,0,0,0,0,0,2,392229,2,-2,Deccan Chargers,Punjab Kings,Deccan Chargers,field,"The Wanderers Stadium, Johannesburg"
1639,Gautam Gambhir,c & b Patel,8,8,1,0,100,1,392230,2,9,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1640,Virender Sehwag,lbw b Patel,2,8,0,0,25,1,392230,2,-4,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1641,AB de Villiers,not out,79,55,8,1,143.64,1,392230,2,89,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1642,Tillakaratne Dilshan,b Botha,33,41,1,0,80.49,1,392230,2,34,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1643,Dinesh Karthik,not out,23,11,1,1,209.09,1,392230,2,32,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1644,Rob Quiney,c Nannes b Nehra,6,10,1,0,60,2,392230,2,7,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1645,Graeme Smith,c Salvi b Nannes,0,4,0,0,0,2,392230,2,-2,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1646,Naman Ojha,c Sehwag b Salvi,9,17,1,0,52.94,2,392230,2,10,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1647,Johan Botha,c Sehwag b Maharoof,37,31,3,0,119.35,2,392230,2,40,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1648,Ravindra Jadeja,c †Karthik b Salvi,24,18,3,0,133.33,2,392230,2,27,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1649,Yusuf Pathan,c †Karthik b Maharoof,1,5,0,0,20,2,392230,2,-5,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1650,Abhishek Raut,b Mishra,11,13,0,0,84.62,2,392230,2,11,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1651,Shane Warne,st †Karthik b Mishra,6,3,0,1,200,2,392230,2,14,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1652,Amit Singh,st †Karthik b Mishra,0,1,0,0,0,2,392230,2,-2,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1653,Siddharth Trivedi,not out,6,10,0,0,60,2,392230,2,6,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1654,Munaf Patel,not out,23,10,5,0,230,2,392230,2,34,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein"
1655,Parthiv Patel,run out (Shukla),25,19,4,0,131.58,1,392231,2,29,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1656,George Bailey,run out (Hodge),30,27,4,0,111.11,1,392231,2,34,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1657,Suresh Raina,c Shukla b Dinda,52,36,3,3,144.44,1,392231,2,61,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1658,MS Dhoni,not out,40,28,4,1,142.86,1,392231,2,46,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1659,Albie Morkel,not out,21,10,1,2,210,1,392231,2,32,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1660,Brendon McCullum,b Jakati,81,48,11,3,168.75,2,392231,2,98,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1661,Sourav Ganguly,b Muralitharan,4,14,0,0,28.57,2,392231,2,-2,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1662,Brad Hodge,not out,71,44,4,4,161.36,2,392231,2,83,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1663,David Hussey,run out (Muralitharan/†Dhoni),3,2,0,0,150,2,392231,2,3,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1664,Wriddhiman Saha,not out,25,13,2,1,192.31,2,392231,2,35,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,"SuperSport Park, Centurion"
1665,Gautam Gambhir,c Taylor b Kallis,27,19,3,1,142.11,1,392232,2,32,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1666,Virender Sehwag,c Taylor b Kumar,0,2,0,0,0,1,392232,2,-2,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1667,Mithun Manhas,c Kallis b Kumar,0,2,0,0,0,1,392232,2,-2,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1668,AB de Villiers,b van der Merwe,28,29,3,0,96.55,1,392232,2,31,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1669,Dinesh Karthik,c Uthappa b Kumar,31,29,1,0,106.9,1,392232,2,32,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1670,Andrew McDonald,b Kumble,3,4,0,0,75,1,392232,2,3,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1671,Yogesh Nagar,c Uthappa b Kumble,20,20,1,0,100,1,392232,2,21,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1672,Farveez Maharoof,not out,18,13,0,0,138.46,1,392232,2,18,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1673,Daniel Vettori,not out,4,2,0,0,200,1,392232,2,10,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1674,Robin Uthappa,c †Karthik b Nehra,1,5,0,0,20,2,392232,2,-5,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1675,Jacques Kallis,not out,58,56,2,2,103.57,2,392232,2,64,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1676,Rahul Dravid,c & b Nagar,38,34,4,0,111.76,2,392232,2,42,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1677,Ross Taylor,c Vettori b Nagar,25,12,1,3,208.33,2,392232,2,38,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1678,Mark Boucher,not out,10,9,1,0,111.11,2,392232,2,11,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg"
1679,Naman Ojha,c †Shaikh b Langeveldt,22,12,0,3,183.33,1,392233,2,34,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1680,Rob Quiney,c †Shaikh b Langeveldt,1,2,0,0,50,1,392233,2,1,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1681,Swapnil Asnodkar,run out (Dinda),4,6,1,0,66.67,1,392233,2,5,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1682,Niraj Patel,c Ganguly b Langeveldt,14,22,1,0,63.64,1,392233,2,15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1683,Johan Botha,b Agarkar,8,6,2,0,133.33,1,392233,2,10,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1684,Yusuf Pathan,run out (Shukla),9,15,1,0,60,1,392233,2,10,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1685,Ravindra Jadeja,b Sarkar,14,19,1,0,73.68,1,392233,2,15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1686,Tyron Henderson,run out (Hussey),0,1,0,0,0,1,392233,2,-2,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1687,Shane Warne,b Agarkar,18,29,1,0,62.07,1,392233,2,19,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1688,Munaf Patel,not out,5,6,0,0,83.33,1,392233,2,5,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1689,Amit Singh,not out,1,2,0,0,50,1,392233,2,1,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Kingsmead, Durban"
1690,Brendon McCullum,lbw b Singh,9,4,2,0,225,2,392233,2,17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,"Kingsmead, Durban"
1691,Sourav Ganguly,c Jadeja b MM Patel,0,3,0,0,0,2,392233,2,-2,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,"Kingsmead, Durban"
1692,Brad Hodge,st †Ojha b Botha,6,8,1,0,75,2,392233,2,7,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,"Kingsmead, Durban"
1693,Yashpal Singh,c Quiney b MM Patel,6,20,0,0,30,2,392233,2,0,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,"Kingsmead, Durban"
1694,David Hussey,c NK Patel b Botha,9,13,2,0,69.23,2,392233,2,11,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,"Kingsmead, Durban"
1695,Laxmi Shukla,not out,48,46,3,2,104.35,2,392233,2,55,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,"Kingsmead, Durban"
1696,Shoaib Shaikh,run out (Botha/Pathan),6,7,1,0,85.71,2,392233,2,7,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,"Kingsmead, Durban"
1697,Ajit Agarkar,not out,13,17,0,0,76.47,2,392233,2,13,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,"Kingsmead, Durban"
1698,George Bailey,run out (Yuvraj Singh),15,12,3,0,125,1,392234,2,18,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1699,Parthiv Patel,b Powar,32,23,4,1,139.13,1,392234,2,38,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1700,Suresh Raina,c Lee b Mota,20,21,2,0,95.24,1,392234,2,22,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1701,S Badrinath,c Pathan b Sreesanth,4,9,0,0,44.44,1,392234,2,-2,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1702,MS Dhoni,b Sreesanth,2,2,0,0,100,1,392234,2,2,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1703,Jacob Oram,c & b Pathan,17,21,1,0,80.95,1,392234,2,18,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1704,Manpreet Gony,b Chawla,7,5,0,1,140,1,392234,2,9,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1705,Ravichandran Ashwin,c Pomersbach b Pathan,8,15,1,0,53.33,1,392234,2,9,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1706,Thilan Thushara,run out (Katich/†Sangakkara),1,5,0,0,20,1,392234,2,-5,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1707,Lakshmipathy Balaji,not out,2,6,0,0,33.33,1,392234,2,-4,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1708,Muttiah Muralitharan,not out,1,1,0,0,100,1,392234,2,1,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1709,Sunny Sohal,c Patel b Thushara,3,9,0,0,33.33,2,392234,2,-3,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1710,Simon Katich,b Muralitharan,8,13,1,0,61.54,2,392234,2,9,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1711,Luke Pomersbach,c Raina b Muralitharan,26,32,1,1,81.25,2,392234,2,29,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1712,Yuvraj Singh,b Raina,6,19,0,0,31.58,2,392234,2,0,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1713,Kumar Sangakkara,c & b Ashwin,7,9,0,0,77.78,2,392234,2,7,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1714,Wilkin Mota,lbw b Ashwin,5,10,0,0,50,2,392234,2,5,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1715,Irfan Pathan,c Oram b Thushara,14,12,1,0,116.67,2,392234,2,15,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1716,Brett Lee,c Oram b Raina,6,7,1,0,85.71,2,392234,2,7,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1717,Piyush Chawla,not out,4,4,0,0,100,2,392234,2,4,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1718,Ramesh Powar,not out,7,5,1,0,140,2,392234,2,8,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,"Kingsmead, Durban"
1719,Sanath Jayasuriya,lbw b Nannes,0,1,0,0,0,1,392235,2,-2,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1720,Sachin Tendulkar,b Bhatia,46,41,8,0,112.2,1,392235,2,54,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1721,Jean Paul Duminy,c †Karthik b Nannes,9,6,2,0,150,1,392235,2,11,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1722,Mohammad Ashraful,c †Karthik b Sangwan,2,10,0,0,20,1,392235,2,-4,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1723,Ajinkya Rahane,c de Villiers b Sangwan,56,41,5,2,136.59,1,392235,2,65,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1724,Abhishek Nayar,lbw b Salvi,4,4,0,0,100,1,392235,2,4,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1725,Pinal Shah,c & b Nannes,12,11,1,0,109.09,1,392235,2,13,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1726,Harbhajan Singh,not out,12,7,2,0,171.43,1,392235,2,20,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1727,Lasith Malinga,run out (Dilshan/Sangwan),0,0,0,0,0,1,392235,2,-2,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1728,Dhawal Kulkarni,not out,0,0,0,0,0,1,392235,2,-2,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion"
1729,Gautam Gambhir,c Mohammad Ashraful b Malinga,47,38,7,0,123.68,2,392235,2,54,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"SuperSport Park, Centurion"
1730,David Warner,c Mohammad Ashraful b Kulkarni,15,9,1,1,166.67,2,392235,2,18,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"SuperSport Park, Centurion"
1731,Virender Sehwag,b Harbhajan Singh,50,27,5,2,185.19,2,392235,2,65,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"SuperSport Park, Centurion"
1732,Tillakaratne Dilshan,c †Shah b Harbhajan Singh,24,14,2,2,171.43,2,392235,2,36,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"SuperSport Park, Centurion"
1733,Rajat Bhatia,b Harbhajan Singh,2,7,0,0,28.57,2,392235,2,-4,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"SuperSport Park, Centurion"
1734,AB de Villiers,c Nayar b Harbhajan Singh,6,6,1,0,100,2,392235,2,7,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"SuperSport Park, Centurion"
1735,Dinesh Karthik,not out,0,1,0,0,0,2,392235,2,-2,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"SuperSport Park, Centurion"
1736,Amit Mishra,not out,13,4,1,1,325,2,392235,2,22,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,"SuperSport Park, Centurion"
1737,Jacques Kallis,c Suman b Singh,5,7,0,0,71.43,1,392236,2,5,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1738,Manish Pandey,not out,114,73,10,4,156.16,1,392236,2,148,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1739,Roelof van der Merwe,st †Gilchrist b Symonds,23,18,3,1,127.78,1,392236,2,28,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1740,Rahul Dravid,c Gibbs b Ojha,6,9,0,0,66.67,1,392236,2,6,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1741,Ross Taylor,c Singh b Ojha,1,4,0,0,25,1,392236,2,-5,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1742,Virat Kohli,not out,19,9,0,2,211.11,1,392236,2,29,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1743,Adam Gilchrist,c van der Merwe b Akhil,15,18,2,0,83.33,2,392236,2,17,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1744,Herschelle Gibbs,c Pandey b Akhil,60,43,3,4,139.53,2,392236,2,71,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1745,Tirumalasetti Suman,c van der Merwe b Kumble,12,12,1,0,100,2,392236,2,13,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1746,Andrew Symonds,b van der Merwe,18,15,1,1,120,2,392236,2,21,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1747,Rohit Sharma,c Kohli b Kumble,12,12,1,0,100,2,392236,2,13,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1748,Venugopal Rao,run out (†Boucher/Kumar),8,9,0,0,88.89,2,392236,2,8,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1749,Azhar Bilakhia,not out,16,8,2,0,200,2,392236,2,24,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1750,Ryan Harris,not out,4,3,0,0,133.33,2,392236,2,4,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion"
1751,Gautam Gambhir,c Singh b Harris,0,5,0,0,0,1,392237,2,-2,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,"SuperSport Park, Centurion"
1752,David Warner,c Gibbs b Harris,0,1,0,0,0,1,392237,2,-2,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,"SuperSport Park, Centurion"
1753,Virender Sehwag,lbw b Symonds,39,31,5,0,125.81,1,392237,2,44,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,"SuperSport Park, Centurion"
1754,Tillakaratne Dilshan,run out (Suman/†Gilchrist),65,51,7,1,127.45,1,392237,2,74,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,"SuperSport Park, Centurion"
1755,AB de Villiers,c †Gilchrist b Singh,26,21,0,2,123.81,1,392237,2,30,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,"SuperSport Park, Centurion"
1756,Dinesh Karthik,b Harris,9,8,0,1,112.5,1,392237,2,11,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,"SuperSport Park, Centurion"
1757,Rajat Bhatia,c Venugopal Rao b Singh,4,2,1,0,200,1,392237,2,11,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,"SuperSport Park, Centurion"
1758,Amit Mishra,run out (†Gilchrist),0,1,0,0,0,1,392237,2,-2,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,"SuperSport Park, Centurion"
1759,Pradeep Sangwan,not out,0,1,0,0,0,1,392237,2,-2,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,"SuperSport Park, Centurion"
1760,Adam Gilchrist,c Nannes b Mishra,85,35,10,5,242.86,2,392237,2,111,Deccan Chargers,Delhi Capitals,Deccan Chargers,field,"SuperSport Park, Centurion"
